Nº chamada;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual
2020-10560972-6;07/05/2020 07:19;PRACA PROFESSOR WALDEMAR DE ALMEIDA BARBOSA, Nº 25 - DORES DO INDAIA;-194.694.915;-45.608.005;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 08:55
2020-10561657-4;07/05/2020 08:38;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;TENCAMILO;Não;Não;Não;RAT;Classificada;07/05/2020 16:48
2020-10561802-1;07/05/2020 08:49;RUA JOSE GONCALVES CHAVES, Nº 94 - CENTRO - CEDRO DO ABAETE;-191.452.112;-457.157.035;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;28071;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 15:43
2020-10561992-9;07/05/2020 09:05;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 15:43
2020-10562106-6;07/05/2020 09:17;PRACA GETULIO VARGAS, Nº 24 - CENTRO - DORES DO INDAIA;-194.601.963;-456.014.138;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 15:43
2020-10562180-9;07/05/2020 09:22;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 15:43
2020-10562185-2;07/05/2020 09:23;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;23123;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 15:43
2020-10562466-1;07/05/2020 09:50;AVENIDA PRIMEIRO DE JUNHO, Nº 505 - CENTRO - BOM DESPACHO;-197.418.029;-452.513.618;A07000 - COBERTURA POLICIAL (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28735;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 14:50
2020-10563693-9;07/05/2020 11:40;AVENIDA FRANCISCO CAMPOS, Nº 767 - CENTRO - DORES DO INDAIA;-194.625.391;-456.035.738;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 15:43
2020-10564845-0;07/05/2020 13:50;POVOADO MONSENHOR JOAO ALEXANDRE, Nº S/N - CLAUDIO;-203.665.243;-446.821.802;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;28496;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 16:06
2020-10565262-8;07/05/2020 14:20;AVENIDA FRANCISCO CAMPOS, Nº 71 - ESTRELA DO INDAIA;-195.217.972;-457.867.198;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 15:43
2020-10566946-9;07/05/2020 16:17;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº 29 - CENTRO - SERRA DA SAUDADE;-194.396.661;-457.908.549;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 17:08
2020-10569383-4;07/05/2020 19:21;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;RAT;Classificada;07/05/2020 19:21
2020-10569389-0;07/05/2020 19:23;RUA DOM PEDRO I, Nº 160 - CENTRO - ESTRELA DO INDAIA;-195.189.359;-457.938.222;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;07/05/2020 19:23
2020-10569442-1;07/05/2020 19:24;AVENIDA JOSE MONTEIRO DOS SANTOS, Nº 40 - BELA VISTA - PERDIGAO;-199.544.847;-450.779.932;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);1 GP/4 PEL/279 CIA PM/60 BPM/7 RPM;PERDIGAO;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/05/2020 22:41
2020-10569589-0;07/05/2020 19:39;RUA LUIZ MACHADO, Nº 100 - CENTRO - SERRA DA SAUDADE;-194.386.719;-457.946.161;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;RAT;Classificada;07/05/2020 19:40
2020-10571677-8;07/05/2020 22:49;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;Y02999 - OUTRAS OPERACAO COMBATE AO CRIME ORGANIZADO (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;21834;Não;Sim;Não;RAT;Classificada;08/05/2020 04:08
2020-10571696-2;07/05/2020 22:49;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;Y02999 - OUTRAS OPERACAO COMBATE AO CRIME ORGANIZADO (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28587;Não;Sim;Não;RAT;Classificada;08/05/2020 04:09
2020-10571714-2;07/05/2020 22:51;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;Y02999 - OUTRAS OPERACAO COMBATE AO CRIME ORGANIZADO (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;21683;Não;Sim;Não;RAT;Classificada;08/05/2020 04:08
2020-10571730-9;07/05/2020 22:52;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;Y02999 - OUTRAS OPERACAO COMBATE AO CRIME ORGANIZADO (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28586;Não;Sim;Não;RAT;Classificada;08/05/2020 04:08
2020-10575222-0;08/05/2020 09:32;RUA JOSE GONCALVES CHAVES, Nº 94 - CENTRO - CEDRO DO ABAETE;-191.452.112;-457.157.035;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;28071;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;08/05/2020 17:38
2020-10575263-7;08/05/2020 09:37;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;08/05/2020 17:39
2020-10575536-8;08/05/2020 10:00;PRACA PCA WALDEMAR ALMEIDA BARBOSA, Nº 21 - DORES DO INDAIA;;;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;08/05/2020 17:39
2020-10575539-6;08/05/2020 10:01;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;08/05/2020 17:39
2020-10577092-7;08/05/2020 12:44;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;23123;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/05/2020 08:46
2020-10578639-7;08/05/2020 14:47;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;08/05/2020 17:39
2020-10578663-1;08/05/2020 14:47;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;08/05/2020 17:39
2020-10578666-0;08/05/2020 14:49;AVENIDA FRANCISCO CAMPOS, Nº 774 - CENTRO - DORES DO INDAIA;;;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;08/05/2020 17:39
2020-10582982-3;08/05/2020 19:51;AVENIDA PROFESSOR MELO CANCADO, Nº 254 - SAO JOSE - PARA DE MINAS;-19.862.287;-446.118.419;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);19 CIA PM IND/7 RPM;28471;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/05/2020 05:20
2020-10583421-1;08/05/2020 20:21;AVENIDA PIRAQUARA, Nº S/N - BABILÔNIA - BOM DESPACHO;-19.730.455;-452.697.676;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;28586;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;08/05/2020 20:54
2020-10584537-1;08/05/2020 21:56;AVENIDA FRANCISCO CAMPOS, Nº 256 - CENTRO - ESTRELA DO INDAIA;-195.221.848;-457.852.219;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;10/05/2020 18:35
2020-10584619-4;08/05/2020 22:02;AVENIDA JONAS PIRES, Nº 100 - OSWALDO SOARES COSTA - DORES DO INDAIA;-19.471.011;-455.968.107;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;10/05/2020 18:36
2020-10584655-8;08/05/2020 22:06;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;RAT;Classificada;10/05/2020 18:36
2020-10588865-2;09/05/2020 07:39;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;SUPERVISOR;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/05/2020 19:46
2020-10589677-8;09/05/2020 09:24;RUA BELO HORIZONTE, Nº 66 - CENTRO - CLAUDIO;-204.421.824;-447.629.523;Y12014 - APOIO A OUTROS ORGAOS (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;28884;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/05/2020 09:41
2020-10591418-2;09/05/2020 12:49;POVOADO COUTO, Nº S/N - CLAUDIO;-20.477.806;-4.482.175;B99000 - OUTROS INFRACOES C/ A PESSOA (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;21235;Não;Sim;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/05/2020 15:59
2020-10592593-8;09/05/2020 14:46;AVENIDA FRANCISCO CAMPOS, Nº 767 - CENTRO - DORES DO INDAIA;-194.625.391;-456.035.738;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;10/05/2020 18:37
2020-10592608-3;09/05/2020 14:48;RUA IAGO PIMENTEL, Nº 28 - SAGRADO CORAÇÃO DE JESUS - FORMIGA;-204.616.757;-454.367.659;Y10008 - COBERTURA POLICIAL A PREFEITURAS (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;RP2-WILIAN;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/05/2020 19:46
2020-10592598-1;09/05/2020 14:49;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº 79 - CENTRO - SERRA DA SAUDADE;-194.397.851;-457.921.679;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/05/2020 18:37
2020-10594087-3;09/05/2020 16:41;RUA PARAIBA, Nº 1182 - JARDIM NOVA AMERICA - DIVINOPOLIS;-201.387.116;-44.894.752;A07000 - COBERTURA POLICIAL (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;26498 / 24229 / 24343;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/05/2020 17:22
2020-10594240-9;09/05/2020 16:49;RUA CORONEL ALEXANDRE, Nº 177 - CENTRO - DORES DO INDAIA;-194.665.961;-456.070.724;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;10/05/2020 18:37
2020-10594728-6;09/05/2020 17:24;RUA LEANDRO MACHADO, Nº 170 - VILA MARIA CONCEICAO DE CASTRO - FORMIGA;-204.670.098;-454.175.397;Y10008 - COBERTURA POLICIAL A PREFEITURAS (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;CPU;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/05/2020 19:46
2020-10597260-2;09/05/2020 20:37;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/05/2020 18:37
2020-10603701-4;10/05/2020 08:42;RUA AIMORES, Nº 506 - SAO JOSE - DORES DO INDAIA;-194.525.227;-45.590.916;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360 / 23123;Não;Não;Não;RAT;Classificada;10/05/2020 18:38
2020-10603749-0;10/05/2020 08:54;PRACA PADRE AUGUSTO, Nº S/N - DISTRITO ENGENHO DO RIBEIRO - BOM DESPACHO;-195.730.077;-45.304.274;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);COPOM/7 BPM/7 RPM;20891;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/05/2020 16:06
2020-10607707-2;10/05/2020 16:35;RUA LUIZ MACHADO, Nº 7 - CENTRO - SERRA DA SAUDADE;-194.395.209;-457.931.536;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20892;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/05/2020 18:38
2020-10608182-6;10/05/2020 17:09;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X02000 - FISCALIZACAO (C) (Prioridade: 1 - Alta);23 BPM/7 RPM;HT7RPM;Não;Não;Não;RAT;Classificada;11/05/2020 06:45
2020-10611499-0;10/05/2020 21:08;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/05/2020 21:08
2020-10612703-0;10/05/2020 22:48;PRACA PROFESSOR WALDEMAR DE ALMEIDA BARBOSA, Nº S/N - CENTRO - DORES DO INDAIA;-194.687.678;-456.078.036;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;10/05/2020 22:48
2020-10613896-1;11/05/2020 01:11;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;TEN-CASTRO;Não;Não;Não;RAT;Classificada;12/05/2020 09:25
2020-10614871-6;11/05/2020 07:17;RUA CORONEL ALEXANDRE, Nº 177 - CENTRO - DORES DO INDAIA;-194.665.961;-456.070.724;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;12/05/2020 09:09
2020-10616635-4;11/05/2020 10:13;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/05/2020 09:10
2020-10616665-5;11/05/2020 10:19;AVENIDA FRANCISCO CAMPOS, Nº 220 - CENTRO - DORES DO INDAIA;-194.666.991;-45.605.918;G01331 - DESACATO (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/05/2020 09:12
2020-10618032-0;11/05/2020 12:38;AVENIDA FRANCISCO CAMPOS, Nº 767 - CENTRO - DORES DO INDAIA;-194.625.391;-456.035.738;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;12/05/2020 09:10
2020-10619106-0;11/05/2020 14:21;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº 29 - CENTRO - SERRA DA SAUDADE;-194.396.661;-457.908.549;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20840;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/05/2020 09:12
2020-10620722-0;11/05/2020 15:57;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/05/2020 09:12
2020-10621565-0;11/05/2020 16:53;RUA LUIZ ALFREDO RICARDO, Nº 9 - CENTRO - SERRA DA SAUDADE;-194.388.443;-457.947.033;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20840;Não;Não;Não;RAT;Classificada;12/05/2020 09:12
2020-10623062-0;11/05/2020 18:44;RUA ZACARIAS GUIMARAES, Nº 500 - MORADA DO SOL - NOVA SERRANA;-198.803.338;-44.978.248;B99000 - OUTROS INFRACOES C/ A PESSOA (C) (Prioridade: 3 - Baixa);60 BPM/7 RPM;RP02-29296;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/05/2020 21:50
2020-10623482-5;11/05/2020 19:20;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;RAT;Classificada;12/05/2020 09:11
2020-10623487-9;11/05/2020 19:22;RUA LUIZ MACHADO, Nº 100 - CENTRO - SERRA DA SAUDADE;-194.386.719;-457.946.161;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;RAT;Classificada;12/05/2020 09:10
2020-10624005-1;11/05/2020 20:02;RUA DOM PEDRO I, Nº 212 - CENTRO - ESTRELA DO INDAIA;-195.182.323;-45.793.572;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;12/05/2020 09:12
2020-10624878-1;11/05/2020 21:15;RUA ANTONIO PEDRO DE ALMEIDA, Nº 2288 - PROLONGAMENTO ORION - DIVINOPOLIS;-201.378.638;-449.151.416;A07000 - COBERTURA POLICIAL (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;26498-BSC / 24229-BSC;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/05/2020 23:20
2020-10625394-0;11/05/2020 22:04;RUA AIMORES, Nº 506 - SAO JOSE - DORES DO INDAIA;-194.525.227;-45.590.916;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;12/05/2020 09:11
2020-10627588-8;12/05/2020 07:08;PRACA PCA WALDEMAR ALMEIDA BARBOSA, Nº 21 - DORES DO INDAIA;;;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/05/2020 09:01
2020-10628414-2;12/05/2020 08:40;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;HT-23BPM;Não;Não;Não;RAT;Classificada;12/05/2020 17:47
2020-10628453-4;12/05/2020 08:44;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;23123;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/05/2020 16:32
2020-10628600-7;12/05/2020 09:01;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/05/2020 10:18
2020-10629129-1;12/05/2020 09:53;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/05/2020 15:45
2020-10630272-2;12/05/2020 11:37;RUA MINAS GERAIS, Nº 700 - CENTRO - BIQUINHAS;-187.815.633;-455.071.635;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20892;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/05/2020 15:45
2020-10630313-8;12/05/2020 11:41;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/05/2020 15:45
2020-10630336-3;12/05/2020 11:45;RUA BARAO PIUMHI, Nº 140 - CENTRO - FORMIGA;-204.646.106;-454.289.008;K99000 - OUTRAS INFRACOES DEMAIS LEIS ESPECIAIS  (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;GUSTA-342;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;13/05/2020 07:07
2020-10633009-3;12/05/2020 15:31;AVENIDA FRANCISCO CAMPOS, Nº 5 - CENTRO - ESTRELA DO INDAIA;-195.215.974;-457.872.998;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/05/2020 16:31
2020-10633367-3;12/05/2020 15:53;AVENIDA FRANCISCO CAMPOS, Nº 767 - CENTRO - DORES DO INDAIA;-194.625.391;-456.035.738;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/05/2020 16:30
2020-10637884-7;12/05/2020 21:27;RUA DOM PEDRO I, Nº 160 - CENTRO - ESTRELA DO INDAIA;-195.189.359;-457.938.222;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;13/05/2020 00:09
