Nº chamada;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual
2020-10966550-7;06/06/2020 12:03;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;06/06/2020 17:45
2020-10969885-1;06/06/2020 16:58;RUA BELO HORIZONTE, Nº 66 - CENTRO - CLAUDIO;-204.421.824;-447.629.523;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;28884;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;06/06/2020 18:09
2020-10974495-6;06/06/2020 22:13;AVENIDA FRANCISCO CAMPOS, Nº 507 - CENTRO - ESTRELA DO INDAIA;-195.221.805;-457.825.758;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;06/06/2020 22:46
2020-10974630-0;06/06/2020 22:22;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/06/2020 01:18
2020-10975000-7;06/06/2020 22:48;RUA GERALDO GOMES, Nº 1 - CENTRO - ESTRELA DO INDAIA;-195.213.773;-457.939.816;Y15010 - ACAO/OPERACAO EM ZONA RURAL (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;07/06/2020 01:17
2020-10981292-9;07/06/2020 11:04;ARRAIAL PAPAGAIO, Nº S/N - FORMIGA;-205.255.278;-454.349.444;Y10008 - COBERTURA POLICIAL A PREFEITURAS (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;S.WEKISLEI;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/06/2020 12:24
2020-10981344-0;07/06/2020 11:11;AVENIDA JONAS PIRES, Nº 26 - OSWALDO SOARES COSTA - DORES DO INDAIA;;;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;07/06/2020 17:55
2020-10981346-6;07/06/2020 11:12;PRACA PREFEITO MARIO CARNEIRO, Nº 26 - CENTRO - DORES DO INDAIA;;;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;07/06/2020 17:55
2020-10984826-8;07/06/2020 16:51;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X02000 - FISCALIZACAO (C) (Prioridade: 1 - Alta);23 BPM/7 RPM;TENGOMES;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/06/2020 22:10
2020-10987140-3;07/06/2020 19:28;RUA JOAO MARTINS COELHO, Nº 147 - FLORERMIDA - DIVINOPOLIS;-201.015.587;-449.707.834;A07000 - COBERTURA POLICIAL (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;28882;Não;Sim;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;07/06/2020 20:18
2020-10988324-1;07/06/2020 20:51;RUA DOM PEDRO I, Nº 160 - CENTRO - ESTRELA DO INDAIA;-195.189.359;-457.938.222;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;08/06/2020 09:26
2020-10988373-7;07/06/2020 20:54;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;RAT;Classificada;08/06/2020 09:26
2020-10992708-7;08/06/2020 08:12;PRACA GETULIO VARGAS, Nº 24 - CENTRO - DORES DO INDAIA;-194.601.963;-456.014.138;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 07:14
2020-10993438-0;08/06/2020 09:10;RUA JADER MOURA, Nº 242 - CENTRO - ABAETE;-19.156.472;-454.444.653;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;23123;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 07:14
2020-10994098-9;08/06/2020 10:05;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 07:14
2020-10994577-1;08/06/2020 10:40;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 07:14
2020-10994806-7;08/06/2020 10:58;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº 102 - CENTRO - SERRA DA SAUDADE;-194.400.031;-45.792.059;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 07:14
2020-10994847-4;08/06/2020 11:03;AVENIDA FRANCISCO CAMPOS, Nº 858 - CENTRO - DORES DO INDAIA;-194.615.553;-456.026.783;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 07:14
2020-10996848-8;08/06/2020 14:11;RUA LUIZ MACHADO, Nº 170 - CENTRO - SERRA DA SAUDADE;-194.385.627;-457.948.637;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 07:14
2020-10996849-0;08/06/2020 14:12;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 07:13
2020-10997630-9;08/06/2020 14:55;PRACA PROFESSOR WALDEMAR DE ALMEIDA BARBOSA, Nº S/N - CENTRO - DORES DO INDAIA;-194.687.678;-456.078.036;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 07:13
2020-10999324-3;08/06/2020 16:38;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X02000 - FISCALIZACAO (C) (Prioridade: 1 - Alta);23 BPM/7 RPM;TEN.CAMILO;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;08/06/2020 17:07
2020-11000776-1;08/06/2020 18:15;RUA LUIZ MACHADO, Nº 100 - CENTRO - SERRA DA SAUDADE;-194.386.719;-457.946.161;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 02:01
2020-11001316-7;08/06/2020 18:56;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 02:00
2020-11001872-0;08/06/2020 19:36;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;T.VALADAO;Não;Não;Não;RAT;Classificada;09/06/2020 04:45
2020-11002092-7;08/06/2020 20:00;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 07:13
2020-11003189-2;08/06/2020 21:39;AVENIDA FRANCISCO CAMPOS, Nº 256 - CENTRO - ESTRELA DO INDAIA;-195.221.848;-457.852.219;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 02:00
2020-11006257-7;09/06/2020 07:12;PRACA PROFESSOR WALDEMAR DE ALMEIDA BARBOSA, Nº 21 - CENTRO - DORES DO INDAIA;-194.694.915;-45.608.005;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;RAT;Classificada;09/06/2020 07:58
2020-11006750-0;09/06/2020 07:58;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 09:06
2020-11007849-1;09/06/2020 09:17;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 10:12
2020-11008578-1;09/06/2020 10:07;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/06/2020 11:01
2020-11022664-1;10/06/2020 07:00;RUA CORONEL ALEXANDRE, Nº 177 - CENTRO - DORES DO INDAIA;-194.665.961;-456.070.724;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;10/06/2020 17:18
2020-11022681-0;10/06/2020 07:02;RUA FREI TEOFILO, Nº 1088 - SIMAO DA CUNHA - ABAETE;-191.519.147;-454.438.901;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;RAT;Classificada;11/06/2020 20:21
2020-11023366-9;10/06/2020 08:22;PRACA GETULIO VARGAS, Nº 8 - CENTRO - DORES DO INDAIA;-194.603.118;-456.015.512;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;10/06/2020 17:22
2020-11023978-5;10/06/2020 09:14;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;RAT;Classificada;10/06/2020 17:20
2020-11024300-6;10/06/2020 09:39;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);COPOM/EM7RPM/7 RPM;CHEFE;Não;Não;Não;RAT;Classificada;10/06/2020 12:58
2020-11025569-7;10/06/2020 11:24;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;10/06/2020 17:18
2020-11025639-0;10/06/2020 11:31;PRACA PREFEITO MARIO CARNEIRO, Nº S/N - CENTRO - DORES DO INDAIA;-194.613.338;-456.021.581;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;10/06/2020 17:18
2020-11025681-7;10/06/2020 11:32;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;RAT;Classificada;11/06/2020 20:21
2020-11025711-6;10/06/2020 11:35;PRACA TONICO RABELO, Nº S/N - CENTRO - PAINS;-203.690.233;-456.626.698;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);241 CIA PM/63 BPM/7 RPM;PAINS;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/06/2020 16:27
2020-11026415-9;10/06/2020 12:53;RUA LUIZ ALFREDO RICARDO, Nº 9 - CENTRO - SERRA DA SAUDADE;-194.388.443;-457.947.033;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;RAT;Classificada;10/06/2020 17:20
2020-11027794-4;10/06/2020 14:44;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;10/06/2020 17:19
2020-11027913-1;10/06/2020 14:51;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº 29 - CENTRO - SERRA DA SAUDADE;-194.396.661;-457.908.549;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;RAT;Classificada;10/06/2020 17:18
2020-11029326-7;10/06/2020 16:19;AVENIDA JOSE LEOPOLDINO, Nº 400 - AMAZONAS - ABAETE;;;Y11011 - APOIO A OUTROS ORGAOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;28588;Não;Não;Não;RAT;Classificada;11/06/2020 20:20
2020-11031423-6;10/06/2020 18:36;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/06/2020 20:20
2020-11033249-1;10/06/2020 20:57;AVENIDA FRANCISCO CAMPOS, Nº 256 - CENTRO - ESTRELA DO INDAIA;-195.221.848;-457.852.219;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/06/2020 20:20
2020-11038225-0;11/06/2020 08:06;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/06/2020 16:57
2020-11039007-5;11/06/2020 09:17;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/06/2020 16:57
2020-11039562-6;11/06/2020 10:05;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/06/2020 16:57
2020-11041450-5;11/06/2020 13:18;PRACA DOUTOR CANUTO, Nº 45 - CENTRO - ABAETE;-191.554.421;-454.468.721;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/06/2020 16:57
2020-11043247-2;11/06/2020 15:23;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/06/2020 16:57
2020-11043296-8;11/06/2020 15:25;PRACA DOUTOR CANUTO, Nº S/N - CENTRO - ABAETE;-19.155.322;-454.471.105;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;28588;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/06/2020 16:57
2020-11043460-0;11/06/2020 15:35;AVENIDA FRANCISCO CAMPOS, Nº 26 - DORES DO INDAIA;-194.681.821;-456.068.565;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/06/2020 16:56
2020-11045247-3;11/06/2020 17:23;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X02000 - FISCALIZACAO (C) (Prioridade: 1 - Alta);23 BPM/7 RPM;HT;Não;Não;Não;RAT;Classificada;11/06/2020 19:26
2020-11047667-0;11/06/2020 19:53;AVENIDA DONA EUGENIA, Nº 380 - CENTRO - QUARTEL GERAL;-192.720.802;-455.556.284;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/06/2020 20:17
2020-11048487-3;11/06/2020 20:50;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº 130 - CENTRO - SERRA DA SAUDADE;-194.394.954;-457.927.863;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/06/2020 20:51
2020-11050258-9;11/06/2020 22:50;RUA DOM PEDRO I, Nº 160 - CENTRO - ESTRELA DO INDAIA;-195.189.359;-457.938.222;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;11/06/2020 23:33
2020-11050810-0;11/06/2020 23:29;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;RAT;Classificada;11/06/2020 23:32
2020-11054557-1;12/06/2020 09:06;AVENIDA FRANCISCO CAMPOS, Nº 767 - CENTRO - DORES DO INDAIA;-194.625.391;-456.035.738;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;12/06/2020 17:58
2020-11056119-5;12/06/2020 11:06;PRACA GETULIO VARGAS, Nº 24 - CENTRO - DORES DO INDAIA;-194.601.963;-456.014.138;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;12/06/2020 17:58
2020-11056200-1;12/06/2020 11:09;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;RAT;Classificada;15/06/2020 08:45
2020-11056206-8;12/06/2020 11:12;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;RAT;Classificada;12/06/2020 17:57
2020-11056477-5;12/06/2020 11:37;RUA LUIZ MACHADO, Nº 2 - CENTRO - SERRA DA SAUDADE;-194.387.289;-457.949.163;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;RAT;Classificada;12/06/2020 17:57
2020-11056856-3;12/06/2020 12:14;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;12/06/2020 17:57
2020-11057372-2;12/06/2020 13:11;PRACA PCA WALDEMAR ALMEIDA BARBOSA, Nº S/N - CENTRO - DORES DO INDAIA;-194.689.994;-456.078.681;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;12/06/2020 17:58
2020-11057857-1;12/06/2020 13:54;AVENIDA GETULIO VARGAS, Nº 76 - CENTRO - ABAETE;-191.571.101;-454.453.994;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;28588;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;15/06/2020 08:46
2020-11057904-0;12/06/2020 13:57;RUA MILTON CAMPOS, Nº 575 - RENASCENSA - ABAETE;-191.555.367;-454.572.519;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;RAT;Classificada;14/06/2020 13:27
2020-11058242-2;12/06/2020 14:17;AVENIDA FRANCISCO CAMPOS, Nº 858 - CENTRO - DORES DO INDAIA;-194.615.553;-456.026.783;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;RAT;Classificada;12/06/2020 17:57
2020-11058738-8;12/06/2020 14:46;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;12/06/2020 17:57
2020-11063835-3;12/06/2020 20:06;RUA TRES, Nº 51 - RESIDENCIAL PALMEIRAS - MOEMA;-198.409.051;-454.029.764;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);50 CIA PM/7 BPM/7 RPM;28081;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;13/06/2020 00:37
2020-11064333-0;12/06/2020 20:40;RUA CAETES, Nº S/N - ALVORADA - MOEMA;-198.360.699;-454.182.712;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);50 CIA PM/7 BPM/7 RPM;28081;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;13/06/2020 00:37
2020-11065861-4;12/06/2020 22:42;RUA DOM PEDRO I, Nº 248 - CENTRO - ESTRELA DO INDAIA;-195.194.505;-457.940.218;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;14/06/2020 10:34
2020-11065866-8;12/06/2020 22:44;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;RAT;Classificada;14/06/2020 10:34
2020-11066055-0;12/06/2020 22:55;RODOVIA BATISTAS, Nº 120 - ANCHIETA - DIVINOPOLIS;;;A07000 - COBERTURA POLICIAL (C) (Prioridade: 3 - Baixa);23 BPM/7 RPM;28710 / 28879 / 28861 / 28793;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;13/06/2020 01:03
2020-11070862-6;13/06/2020 09:06;PRACA PREFEITO MARIO CARNEIRO, Nº 27 - CENTRO - DORES DO INDAIA;-194.609.436;-456.025.369;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;14/06/2020 10:34
