Nº chamada;Data/hora de criação;Local do fato;Latitude  do local;Longitude do local;Natureza;Unidade Responsável;Recursos empenhados;Alerta;Destaque;Envolve autoridade;Tipo de classificação;Situação;Data/hora da situação atual
2020-11428985-7;08/07/2020 20:31;AVENIDA DONA EUGENIA, Nº 71 - CENTRO - QUARTEL GERAL;-192.741.628;-455.580.408;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/07/2020 05:29
2020-11429012-8;08/07/2020 20:32;AVENIDA PEDRO ALVES, Nº 197 - SAO PEDRO - ABAETE;-191.716.917;-454.386.592;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/07/2020 05:29
2020-11430510-2;08/07/2020 22:46;RUA COLOMBIA, Nº 70 - NOVO MUNDO - CLAUDIO;-204.379.261;-4.475.683;Y05018 - APOIO A OUTROS ORGAOS (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;28884;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;08/07/2020 23:07
2020-11432519-8;09/07/2020 06:39;PRACA PROFESSOR WALDEMAR DE ALMEIDA BARBOSA, Nº 21 - CENTRO - DORES DO INDAIA;-194.694.915;-45.608.005;Y02999 - OUTRAS OPERACAO COMBATE AO CRIME ORGANIZADO (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;26057;Não;Não;Não;RAT;Classificada;09/07/2020 09:16
2020-11433137-7;09/07/2020 08:05;PRACA GETULIO VARGAS, Nº 12 - CENTRO - DORES DO INDAIA;-194.602.781;-456.015.295;Y04011 - OPERACAO DE FISCALIZACAO DE TRANSITO (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;26057;Não;Não;Não;RAT;Classificada;09/07/2020 09:17
2020-11433163-7;09/07/2020 08:08;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;26057;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/07/2020 09:20
2020-11433166-5;09/07/2020 08:09;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;X02000 - FISCALIZACAO (C) (Prioridade: 1 - Alta);7 BPM/7 RPM;28867;Não;Não;Não;RAT;Classificada;09/07/2020 11:12
2020-11433485-3;09/07/2020 08:35;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;CMDOTM;Não;Não;Não;RAT;Classificada;09/07/2020 17:55
2020-11433535-0;09/07/2020 08:38;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;CMT;Não;Não;Não;RAT;Classificada;09/07/2020 17:55
2020-11433577-0;09/07/2020 08:45;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/07/2020 09:15
2020-11435389-0;09/07/2020 11:33;PRACA PREFEITO MARIO CARNEIRO, Nº 23 - CENTRO - DORES DO INDAIA;-194.611.855;-456.027.219;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;26057;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/07/2020 12:24
2020-11442395-3;09/07/2020 20:02;RUA OLEGARIO MACIEL, Nº 439 - OLEGARIO MACIEL - BOM DESPACHO;-197.309.989;-452.580.404;A07000 - COBERTURA POLICIAL (C) (Prioridade: 3 - Baixa);50 CIA PM/7 BPM/7 RPM;28735;Não;Sim;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;09/07/2020 21:01
2020-11443261-2;09/07/2020 21:08;RUA DOM PEDRO I, Nº 160 - CENTRO - ESTRELA DO INDAIA;-195.189.359;-457.938.222;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;09/07/2020 21:08
2020-11443452-0;09/07/2020 21:24;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;RAT;Classificada;09/07/2020 21:25
2020-11446818-7;10/07/2020 07:21;RUA NILO MACIEL, Nº 241 - PONTE FUNDA - DIVINOPOLIS;-201.563.125;-448.623.781;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);53 CIA PM/23 BPM/7 RPM;28881;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/07/2020 08:18
2020-11447594-7;10/07/2020 08:47;PRACA GETULIO VARGAS, Nº 24 - CENTRO - DORES DO INDAIA;-194.601.963;-456.014.138;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/07/2020 21:40
2020-11448686-9;10/07/2020 10:24;AVENIDA FRANCISCO CAMPOS, Nº 767 - CENTRO - DORES DO INDAIA;-194.625.391;-456.035.738;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/07/2020 21:40
2020-11448881-4;10/07/2020 10:44;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/07/2020 21:40
2020-11448884-2;10/07/2020 10:45;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/07/2020 21:40
2020-11450910-3;10/07/2020 14:09;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/07/2020 21:40
2020-11451581-9;10/07/2020 14:50;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº S/N - CENTRO - SERRA DA SAUDADE;-194.394.768;-457.918.681;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/07/2020 21:39
2020-11452622-0;10/07/2020 15:56;AVENIDA JONAS PIRES, Nº 32 - OSWALDO SOARES COSTA - DORES DO INDAIA;;;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;10/07/2020 21:39
2020-11455574-5;10/07/2020 19:16;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;Y10008 - COBERTURA POLICIAL A PREFEITURAS (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;LEOMILLER;Não;Não;Não;RAT;Classificada;10/07/2020 23:03
2020-11467333-6;11/07/2020 16:23;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/07/2020 18:13
2020-11470674-5;11/07/2020 20:05;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;11/07/2020 22:17
2020-11471428-4;11/07/2020 20:56;AVENIDA PALMEIRAS, Nº 123 - CENTRO - BOM DESPACHO;-197.403.267;-452.557.954;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);50 CIA PM/7 BPM/7 RPM;28735;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/07/2020 05:10
2020-11472664-2;11/07/2020 22:15;AVENIDA FRANCISCO CAMPOS, Nº 26 - CENTRO - ESTRELA DO INDAIA;-195.218.965;-457.872.782;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;11/07/2020 22:15
2020-11475210-1;12/07/2020 00:56;SITIO JOSE EUSTAQUIO GADO OESTE CLO 0832, Nº S/N - CLAUDIO;-204.222.545;-446.988.817;E08042 - PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS (C) (Prioridade: 3 - Baixa);139 CIA PM/23 BPM/7 RPM;28496;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/07/2020 01:25
2020-11475985-2;12/07/2020 01:53;CONDOMINIO CRISTAIS, Nº S/N - BOM DESPACHO;-197.048.968;-452.699.547;E08042 - PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS (C) (Prioridade: 3 - Baixa);50 CIA PM/7 BPM/7 RPM;28072 / 28587 / 28735;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;12/07/2020 05:10
2020-11484292-7;12/07/2020 18:22;RUA LUIZ MACHADO, Nº 100 - CENTRO - SERRA DA SAUDADE;-194.386.719;-457.946.161;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;RAT;Classificada;12/07/2020 18:22
2020-11484437-8;12/07/2020 18:32;RUA DOM PEDRO I, Nº 160 - CENTRO - ESTRELA DO INDAIA;-195.189.359;-457.938.222;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;12/07/2020 18:33
2020-11484665-2;12/07/2020 18:49;LOTEAMENTO PALMEIRAS, Nº S/N - LAGOA DA PRATA;-200.211.811;-455.513.426;A05000 - AVERIGUA PESSOA / VEICULO EM ATITUDE SUSPEITA (C) (Prioridade: 1 - Alta);107 CIA PM/7 BPM/7 RPM;PM1213214 / 25177;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;13/07/2020 05:34
2020-11486453-5;12/07/2020 20:54;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;RAT;Classificada;12/07/2020 20:54
2020-11491003-8;13/07/2020 08:38;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;29018;Não;Não;Não;RAT;Classificada;13/07/2020 17:32
2020-11491035-4;13/07/2020 08:41;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);50 CIA PM/7 BPM/7 RPM;CAP-ALVES;Não;Não;Não;RAT;Classificada;13/07/2020 17:07
2020-11491100-4;13/07/2020 08:46;RUA NOSSA SENHORA DA ABADIA, Nº 745 - PALMEIRAS - FORMIGA;-204.576.516;-454.501.485;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;28075;Não;Não;Não;RAT;Classificada;13/07/2020 17:32
2020-11497324-4;13/07/2020 17:00;RUA MATO GROSSO, Nº 1800 - AFONSO PENA - DIVINOPOLIS;-201.317.291;-448.905.678;X02000 - FISCALIZACAO (C) (Prioridade: 1 - Alta);23 BPM/7 RPM;CADAUGUSTO;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;13/07/2020 22:05
2020-11498994-2;13/07/2020 18:45;RUA GETULIO VARGAS, Nº 360 - CENTRO - ARCOS;-202.861.425;-455.398.619;E01268 - INFRACAO DE MEDIDA SANITARIA PREVENTIVA (C) (Prioridade: 3 - Baixa);241 CIA PM/63 BPM/7 RPM;19738;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;13/07/2020 18:52
2020-11499999-1;13/07/2020 20:04;AVENIDA PEDRO ALVES, Nº 269 - SAO PEDRO - ABAETE;-1.917.232;-454.372.066;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;28588;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;14/07/2020 05:40
2020-11500908-7;13/07/2020 21:23;RUA DOM PEDRO I, Nº 160 - CENTRO - ESTRELA DO INDAIA;-195.189.359;-457.938.222;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;14/07/2020 05:40
2020-11501705-5;13/07/2020 22:41;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;14/07/2020 05:39
2020-11505010-5;14/07/2020 09:13;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;14/07/2020 11:02
2020-11505197-8;14/07/2020 09:34;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;14/07/2020 11:01
2020-11505250-9;14/07/2020 09:35;RUA MARIO CAMPOS, Nº 26 - ROSARIO - DORES DO INDAIA;-194.670.384;-456.046.313;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;14/07/2020 11:03
2020-11506183-9;14/07/2020 11:01;RUA MINAS GERAIS, Nº 700 - CENTRO - BIQUINHAS;-187.815.633;-455.071.635;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21351;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;14/07/2020 11:02
2020-11509004-4;14/07/2020 15:08;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;14/07/2020 15:28
2020-11509628-0;14/07/2020 15:47;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;14/07/2020 18:09
2020-11513272-7;14/07/2020 19:48;RUA ONZE, Nº 174 - RESIDENCIAL PALMEIRAS - MOEMA;-198.386.454;-454.031.532;I04028 - USO E CONSUMO DE DROGAS (C) (Prioridade: 2 - Média);50 CIA PM/7 BPM/7 RPM;28081;Não;Sim;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;14/07/2020 23:38
2020-11518012-3;15/07/2020 08:16;PRACA GETULIO VARGAS, Nº 24 - CENTRO - DORES DO INDAIA;-194.601.963;-456.014.138;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;DUPLICADA;Classificada;15/07/2020 17:45
2020-11518273-7;15/07/2020 08:37;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;15/07/2020 17:45
2020-11519425-9;15/07/2020 10:21;AVENIDA FRANCISCO CAMPOS, Nº 767 - CENTRO - DORES DO INDAIA;-194.625.391;-456.035.738;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;15/07/2020 17:45
2020-11521063-2;15/07/2020 13:03;PRACA ADEMAR RIBEIRO DE OLIVEIRA, Nº S/N - CENTRO - SERRA DA SAUDADE;-194.394.768;-457.918.681;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;20890;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;15/07/2020 17:49
2020-11521310-0;15/07/2020 13:26;PRACA DOUTOR AMADOR ALVARES, Nº 151 - CENTRO - ABAETE;-191.573.678;-454.460.844;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;17/07/2020 18:22
2020-11523390-0;15/07/2020 15:50;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;15/07/2020 17:41
2020-11523396-6;15/07/2020 15:51;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;15/07/2020 17:41
2020-11523417-4;15/07/2020 15:54;PRACA PROFESSOR WALDEMAR DE ALMEIDA BARBOSA, Nº 25 - DORES DO INDAIA;-194.694.915;-45.608.005;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;15/07/2020 17:41
2020-11523790-8;15/07/2020 16:13;RUA JOSE DO PATROCINIO, Nº 510 - ALVORADA - FORMIGA;-20.477.672;-454.263.917;Y10008 - COBERTURA POLICIAL A PREFEITURAS (C) (Prioridade: 3 - Baixa);63 BPM/7 RPM;VILMAR-803;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;16/07/2020 07:15
2020-11525241-0;15/07/2020 17:44;PRACA GETULIO VARGAS, Nº 24 - CENTRO - DORES DO INDAIA;-194.601.963;-456.014.138;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;15/07/2020 17:46
2020-11528300-4;15/07/2020 21:38;RUA GETULIO VARGAS, Nº 228 - CENTRO - ARCOS;-20.284.864;-455.399.521;A99000 - OUTRAS ACOES DEFESA SOCIAL (C) (Prioridade: 3 - Baixa);241 CIA PM/63 BPM/7 RPM;PM1415470;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;15/07/2020 22:13
2020-11531876-7;16/07/2020 08:21;RUA JADER MOURA, Nº 310 - CENTRO - ABAETE;-191.567.459;-454.451.197;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25927;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;16/07/2020 17:27
2020-11532947-9;16/07/2020 10:05;PRACA GETULIO VARGAS, Nº 21 - CENTRO - DORES DO INDAIA;-194.601.004;-456.018.211;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;16/07/2020 17:27
2020-11532962-2;16/07/2020 10:06;PRACA PREFEITO MARIO CARNEIRO, Nº 26 - DORES DO INDAIA;-194.615.871;-456.026.163;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;21360;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;16/07/2020 17:26
2020-11534297-6;16/07/2020 12:15;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;16/07/2020 17:26
2020-11535164-8;16/07/2020 13:50;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;16/07/2020 17:26
2020-11536463-4;16/07/2020 15:13;RUA JOAQUIM MACHADO, Nº 48 - CENTRO - ESTRELA DO INDAIA;-195.224.303;-457.865.784;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;16/07/2020 17:27
2020-11539897-0;16/07/2020 18:47;PRACA PADRE AUGUSTO, Nº S/N - DISTRITO ENGENHO DO RIBEIRO - BOM DESPACHO;-195.730.077;-45.304.274;Y10008 - COBERTURA POLICIAL A PREFEITURAS (C) (Prioridade: 3 - Baixa);50 CIA PM/7 BPM/7 RPM;23016;Não;Não;Não;RAT;Classificada;16/07/2020 21:23
2020-11541121-0;16/07/2020 20:14;AVENIDA DONA EUGENIA, Nº 377 - CENTRO - QUARTEL GERAL;-19.271.998;-455.558.021;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25683;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;16/07/2020 21:05
2020-11541307-8;16/07/2020 20:28;AVENIDA FRANCISCO CAMPOS, Nº 256 - CENTRO - ESTRELA DO INDAIA;-195.221.848;-457.852.219;Y15001 - PATRULHA ESCOLAR / PATRULHA DE PREVENCAO AS DROGAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;RAT;Classificada;16/07/2020 21:05
2020-11545695-0;17/07/2020 08:09;ALAMEDA CORONEL FULGENCIO, Nº S/N - VILA MILITAR - BOM DESPACHO;-197.315.017;-452.546.914;X01000 - SUPERVISAO (C) (Prioridade: 3 - Baixa);50 CIA PM/7 BPM/7 RPM;CAPALVES;Não;Sim;Não;RAT;Classificada;17/07/2020 16:49
2020-11546273-5;17/07/2020 09:10;PRACA GETULIO VARGAS, Nº 24 - CENTRO - DORES DO INDAIA;-194.601.963;-456.014.138;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;17/07/2020 18:21
2020-11546867-0;17/07/2020 10:05;RUA FRANCISCO FERNANDES, Nº 110 - CENTRO - QUARTEL GERAL;-192.725.923;-455.553.524;A21000 - ACOES PREVENTIVAS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;24347;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;17/07/2020 18:23
2020-11547186-8;17/07/2020 10:38;AVENIDA FRANCISCO CAMPOS, Nº 76 - CENTRO - ESTRELA DO INDAIA;-19.522.006;-457.868.665;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;25701;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;17/07/2020 18:21
2020-11547311-8;17/07/2020 10:47;AVENIDA FRANCISCO CAMPOS, Nº 767 - CENTRO - DORES DO INDAIA;-194.625.391;-456.035.738;A21003 - VISITA CADASTRO/CONVITE REUNIAO DA REDE DE BANCOS PROTEGIDOS (C) (Prioridade: 3 - Baixa);141 CIA PM/7 BPM/7 RPM;18264;Não;Não;Não;BOLETIM DE OCORRENCIA / BOS;Classificada;17/07/2020 18:22
