Número REDS;Órgão Unidade Registro;Unidade Área Militar;Unid Registro Nível 6;Código Subclasse Nat Principal;Tentado/Consumado Nat Principal;Logradouro Ocorrência - Tipo;Logradouro Ocorrência;Logradouro Ocorrência Não Cadastrado;Logradouro Cruzamento;Logradouro Cruzamento Não Cadastrado;Número Logradouro;Bairro;Bairro Não Cadastrado;Complemento Endereço;Ponto de Referência;Município;Latitude;Longitude;Situação Arma;Tipo Arma;Data Fato;Horário Fato;Qtde  Armas de Fogo
2019-007189855-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RODOVIA;BR 352;;PREENCHIMENTO OPCIONAL;;410;INVÁLIDO;;;ibitira;MARTINHO CAMPOS;-19,42631110;-45,14154520;APREENDIDO;ESPINGARDA POLVEIRA;14/02/2019;23:40:00;1
2019-007346837-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;ANTONIO CANDIDO CASTELO BRANCO FILHO;;PREENCHIMENTO OPCIONAL;;132;INVÁLIDO;;;;POMPEU;-19,21168360;-45,00083670;APREENDIDO;PISTOLA;15/02/2019;19:55:00;1
2019-007359262-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;AVENIDA;DO TRABALHO;;PREENCHIMENTO OPCIONAL;;140;INTERLAGOS;;;;DIVINOPOLIS;-20,15641180;-44,87123020;APREENDIDO;ARMAS DE PRESSAO IGUAL OU INFERIOR A 6MM;15/02/2019;23:33:18;1
2019-007360828-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;142 CIA PM/23 BPM/7 RPM;E03016;CONSUMADO;AVENIDA;GUAJAJARAS;;PREENCHIMENTO OPCIONAL;;1441;JARDIM DOS CANDIDES;;;;DIVINOPOLIS;-20,13063840;-44,83843270;APREENDIDO;PISTOLA;16/02/2019;00:02:53;1
2019-007366280-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03014;CONSUMADO;AVENIDA;AYRTON SENNA DA SILVA;;PREENCHIMENTO OPCIONAL;;456;DONA QUITA;;;;DIVINOPOLIS;-20,16855360;-44,86352750;APREENDIDO;PISTOLA;16/02/2019;00:51:38;1
2019-007380528-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;53 CIA PM/23 BPM/7 RPM;E03014;CONSUMADO;AVENIDA;ANTONIO OLIMPIO DE MORAIS;;PREENCHIMENTO OPCIONAL;;859;CENTRO;;;LOJA DE CONVENIENCIA MEGA 24 HS;DIVINOPOLIS;-20,14043630;-44,88746720;APREENDIDO;REVOLVER;16/02/2019;04:09:14;1
2019-007450409-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;POVOADO;SACRAMENTO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;260;;PITANGUI;-19,51472220;-44,99416670;APREENDIDO;ESPINGARDA POLVEIRA;16/02/2019;17:50:10;1
2019-007450409-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;POVOADO;SACRAMENTO;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;260;;PITANGUI;-19,51472220;-44,99416670;APREENDIDO;OUTROS - TIPO DE ARMA;16/02/2019;17:50:10;1
2019-007453863-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;PROFESSORA PEQUENINA;;PREENCHIMENTO OPCIONAL;;835;NOSSA SENHORA DA PIEDADE;;;;POMPEU;-19,22866630;-45,00783260;APREENDIDO;ARMAS DE PRESSAO IGUAL OU INFERIOR A 6MM;16/02/2019;18:15:00;1
2019-007481074-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;B01147;CONSUMADO;FAZENDA;INVÁLIDO;BOM PASTOR;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;IGARATINGA;-19,97475000;-44,75166667;APREENDIDO;ESPINGARDA / ESCOPETA;16/02/2019;19:20:00;3
2019-007550747-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;DIMAS FERNANDES;;PREENCHIMENTO OPCIONAL;;151;BELA VISTA;;;;ABAETE;-19,14538330;-45,45303970;APREENDIDO;ESPINGARDA POLVEIRA;17/02/2019;14:21:49;1
2019-007673867-001;POLICIA MILITAR;2 GP/3 PEL/51 CIA PM/23 BPM/7 RPM;51 CIA PM/23 BPM/7 RPM;E03012;CONSUMADO;POVOADO;RETIRO DOS PINTOS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;20°14'44''S44°28'42''W;ITATIAIUCU;-20,17288890;-44,51125000;APREENDIDO;ESPINGARDA / ESCOPETA;18/02/2019;10:00:00;1
2019-007756418-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM IND PE/7 RPM;E03014;CONSUMADO;RUA;INVÁLIDO;SANTA CLARA;PREENCHIMENTO OPCIONAL;;574;INVÁLIDO;;;;DIVINOPOLIS;;;APREENDIDO;REVOLVER;18/02/2019;17:37:47;1
2019-007790400-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RUA;SILVINO PIO DA FONSECA;;PREENCHIMENTO OPCIONAL;;200;BOMFIM;;;;CARMO DO CAJURU;-20,17789370;-44,76560590;APREENDIDO;ESPINGARDA / ESCOPETA;18/02/2019;21:24:46;1
2019-007790400-001;POLICIA MILITAR;3 PEL/142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RUA;SILVINO PIO DA FONSECA;;PREENCHIMENTO OPCIONAL;;200;BOMFIM;;;;CARMO DO CAJURU;-20,17789370;-44,76560590;APREENDIDO;ESPINGARDA POLVEIRA;18/02/2019;21:24:46;1
2019-007880350-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RODOVIA;BR 352;;PREENCHIMENTO OPCIONAL;;1;INVÁLIDO;;;;ABAETE;-19,15793430;-45,46878170;APREENDIDO;ESPINGARDA / ESCOPETA;19/02/2019;13:33:23;3
2019-007880350-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RODOVIA;BR 352;;PREENCHIMENTO OPCIONAL;;1;INVÁLIDO;;;;ABAETE;-19,15793430;-45,46878170;APREENDIDO;ESPINGARDA POLVEIRA;19/02/2019;13:33:23;1
2019-007963230-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;E03012;CONSUMADO;RUA;BROMELIA;;PREENCHIMENTO OPCIONAL;;64.0000;BALBINO RIBEIRO DA SILVA;JOSÉ BALBINO RIBEIRO;;;FORMIGA;-20,43344140;-45,43084740;APREENDIDO;REVOLVER;19/02/2019;20:46:19;1
2019-008134395-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;DO ALTO;;PREENCHIMENTO OPCIONAL;;588;ARITANA;;;;POMPEU;-19,23299690;-44,98838710;APREENDIDO;PISTOLA;20/02/2019;18:10:00;1
2019-008152161-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03012;CONSUMADO;CHACARA;INVÁLIDO;corrego das pedras;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;chacara tres lagoas;;;PARA DE MINAS;;;APREENDIDO;GARRUCHA;20/02/2019;21:20:06;1
2019-008179374-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;C01157;CONSUMADO;RUA;NAIR GUIMARAES FERREIRA;;PREENCHIMENTO OPCIONAL;;70;RECANTO DA LAGOA;;;;PARA DE MINAS;-19,87010230;-44,57885760;APREENDIDO;REVOLVER;21/02/2019;01:08:40;1
2019-008261234-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03017;CONSUMADO;PRACA;MONSENHOR OTAVIANO;;PREENCHIMENTO OPCIONAL;;20;INVÁLIDO;CENTRO;FUNDOS;;SANTO ANTONIO DO MONTE;;;APREENDIDO;ESPINGARDA / ESCOPETA;21/02/2019;14:00:00;1
2019-008261234-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03017;CONSUMADO;PRACA;MONSENHOR OTAVIANO;;PREENCHIMENTO OPCIONAL;;20;INVÁLIDO;CENTRO;FUNDOS;;SANTO ANTONIO DO MONTE;;;APREENDIDO;REVOLVER;21/02/2019;14:00:00;1
2019-008280230-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;POVOADO;RIPAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;NOVA SERRANA;-19,92224570;-44,92644010;APREENDIDO;GARRUCHA;21/02/2019;15:46:25;1
2019-008318551-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;ACESSO;ZONA RURAL;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;FAZENDA DO MARIO VIGNATE;SANTO ANTONIO DO MONTE;-20,09831350;-45,30736200;APREENDIDO;ESPINGARDA / ESCOPETA;21/02/2019;18:45:00;2
2019-008476969-001;POLICIA MILITAR;3 PEL/141 CIA PM/7 BPM/7 RPM;68 CIA TM/60 BPM/7 RPM;E03012;CONSUMADO;CHACARA;AREIAS;;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;;;;NOVA SERRANA;-19,87583300;-44,98416400;APREENDIDO;ESPINGARDA POLVEIRA;22/02/2019;17:55:32;1
2019-008491340-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM IND PE/7 RPM;E03012;CONSUMADO;RUA;INVÁLIDO;FERNANDO PEIXOTO;PREENCHIMENTO OPCIONAL;;296;INVÁLIDO;SANTOS;CASA 3A;;PITANGUI;;;APREENDIDO;REVOLVER;22/02/2019;19:34:08;1
2019-008491380-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E99000;CONSUMADO;RUA;GUARAPARI;;PREENCHIMENTO OPCIONAL;;237.000;LAGOA DOS BURITIS;LAGOA DOS BURITIS;;;MARTINHO CAMPOS;-19,35042240;-45,25071840;RECOLHIDO;ARMAS DE PRESSAO IGUAL OU INFERIOR A 6MM;22/02/2019;19:00:00;1
2019-008493113-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;MARIA CUSTODIA DOS SANTOS;;PREENCHIMENTO OPCIONAL;;103;VOLTA DO BREJO;;CASA;;POMPEU;-19,21761710;-44,98494530;APREENDIDO;ESPINGARDA / ESCOPETA;22/02/2019;19:38:00;1
2019-008493113-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;I04033;CONSUMADO;RUA;MARIA CUSTODIA DOS SANTOS;;PREENCHIMENTO OPCIONAL;;103;VOLTA DO BREJO;;CASA;;POMPEU;-19,21761710;-44,98494530;APREENDIDO;REVOLVER;22/02/2019;19:38:00;1
2019-008576610-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;FAZENDA;PARIZINHO;CAMPO DOS SONHOS;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;ZONA RURAL;;;QUARTEL GERAL;-19,26952778;-45,71513889;APREENDIDO;CARABINA / RIFLE;23/02/2019;09:00:00;1
2019-008576610-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;FAZENDA;PARIZINHO;CAMPO DOS SONHOS;PREENCHIMENTO OPCIONAL;;0.00000;INVÁLIDO;ZONA RURAL;;;QUARTEL GERAL;-19,26952778;-45,71513889;APREENDIDO;ESPINGARDA / ESCOPETA;23/02/2019;09:00:00;1
2019-008628359-001;POLICIA MILITAR;53 CIA PM/23 BPM/7 RPM;240 CIA TM/23 BPM/7 RPM;E03015;CONSUMADO;RUA;ITAPECERICA;;PREENCHIMENTO OPCIONAL;;378;CENTRO;;casa;;DIVINOPOLIS;-20,13984430;-44,88445010;APREENDIDO;REVOLVER;23/02/2019;18:23:41;2
2019-008725611-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;E99000;CONSUMADO;AVENIDA;BEIRA RIO;;PREENCHIMENTO OPCIONAL;;0;ITAPUA;;;;NOVA SERRANA;-19,86151150;-44,97397310;APREENDIDO;REVOLVER;24/02/2019;11:42:02;1
2019-008750433-001;POLICIA MILITAR;3 PEL/107 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03014;CONSUMADO;ESTRADA;INVÁLIDO;TERRA BAMBUIZINHO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;Zona Rural;;Povoado do Bom Jardim;LUZ;-20,03033333;-45,67786111;APREENDIDO;REVOLVER;24/02/2019;14:50:00;1
2019-008799542-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;B01147;CONSUMADO;AVENIDA;DAS OLIVEIRAS;;PREENCHIMENTO OPCIONAL;;374;SAO JOSE;;;;POMPEU;-19,23889210;-44,99610980;APREENDIDO;ESPINGARDA / ESCOPETA;24/02/2019;21:30:00;1
2019-008947250-001;POLICIA MILITAR;3 PEL/280 CIA PM/60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;MARTINHO LEMOS;;PREENCHIMENTO OPCIONAL;;1110;CENTRO;;;;CONCEICAO DO PARA;-19,76423930;-44,90189390;APREENDIDO;REVOLVER;25/02/2019;15:07:27;1
2019-008953953-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;I04033;CONSUMADO;RUA;JOSE BAHIA CAPANEMA;;PREENCHIMENTO OPCIONAL;;123;PAPA JOAO PAULO II;;;;PARA DE MINAS;-19,85294860;-44,57267770;APREENDIDO;OUTROS - TIPO DE ARMA;25/02/2019;17:36:20;1
2019-008967903-001;POLICIA MILITAR;60 BPM/7 RPM;68 CIA TM/60 BPM/7 RPM;E03012;CONSUMADO;RUA;JOSE GARCIA OLIVEIRA;;PREENCHIMENTO OPCIONAL;;202;JARDIM PADRE LAURO;;;;NOVA SERRANA;-19,87548030;-45,00682750;APREENDIDO;REVOLVER;25/02/2019;18:38:26;1
2019-008989825-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;JOAO DOS SANTOS;;PREENCHIMENTO OPCIONAL;;832;AMARAL;;;;NOVA SERRANA;-19,86666440;-44,98618500;APREENDIDO;GARRUCHA;25/02/2019;21:07:53;1
2019-009047235-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;LAGOA BONITA;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;IGUATAMA;-20,22791667;-45,67844444;APREENDIDO;ESPINGARDA / ESCOPETA;26/02/2019;06:10:00;1
2019-009047235-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;LAGOA BONITA;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;IGUATAMA;-20,22791667;-45,67844444;APREENDIDO;ESPINGARDA POLVEIRA;26/02/2019;06:10:00;1
2019-009047235-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;LAGOA BONITA;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;IGUATAMA;-20,22791667;-45,67844444;APREENDIDO;OUTROS - TIPO DE ARMA;26/02/2019;06:10:00;2
2019-009048305-001;POLICIA MILITAR;INVÁLIDO;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;LAGOA BONITA;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;IGUATAMA;-20,22791667;-45,67841667;APREENDIDO;ESPINGARDA / ESCOPETA;26/02/2019;06:20:00;1
2019-009124450-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;E03014;CONSUMADO;AVENIDA;VINTE E UM DE ABRIL;;PREENCHIMENTO OPCIONAL;;1370;PROLONGAMENTO BELA VISTA 1;;;;PERDIGAO;-19,95420170;-45,07056000;APREENDIDO;REVOLVER;26/02/2019;16:03:35;1
2019-009153674-001;POLICIA MILITAR;60 BPM/7 RPM;280 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;INVÁLIDO;MARIA DA LUZ DE ABREU;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;JOSE RODRIGUES DA COSTA;;;NOVA SERRANA;;;APREENDIDO;REVOLVER;26/02/2019;18:05:33;1
2019-009174011-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03012;CONSUMADO;RUA;LUIZ PORFIRIO OLIVEIRA;;PREENCHIMENTO OPCIONAL;;114;RECANTO DA LAGOA;;;;PARA DE MINAS;-19,87617050;-44,57866060;APREENDIDO;ARMAS DE PRESSAO IGUAL OU INFERIOR A 6MM;26/02/2019;20:52:52;1
2019-009174011-001;POLICIA MILITAR;3 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E03012;CONSUMADO;RUA;LUIZ PORFIRIO OLIVEIRA;;PREENCHIMENTO OPCIONAL;;114;RECANTO DA LAGOA;;;;PARA DE MINAS;-19,87617050;-44,57866060;APREENDIDO;ESPINGARDA / ESCOPETA;26/02/2019;20:52:52;1
2019-009195885-001;POLICIA MILITAR;1 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;DAS FLORES;;PREENCHIMENTO OPCIONAL;;48;INVÁLIDO;;;;POMPEU;-19,23741370;-44,99505070;APREENDIDO;REVOLVER;26/02/2019;18:30:00;2
2019-009222184-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;B08021;CONSUMADO;RUA;JACIRA GOMES LATALIZA;;PREENCHIMENTO OPCIONAL;;141;BERNARDO SOARES DE FARIA;;;;ABAETE;-19,17392390;-45,43418160;RECOLHIDO;REVOLVER;27/02/2019;07:51:29;1
2019-009240944-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;1 CIA ROTAM/BTL ROTAM/CPE;B01129;CONSUMADO;RODOVIA;MG 060;;PREENCHIMENTO OPCIONAL;;153;INVÁLIDO;;;;PAPAGAIOS;-19,45775570;-44,73649980;APREENDIDO;CARABINA / RIFLE;27/02/2019;09:59:12;1
2019-009240944-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;1 CIA ROTAM/BTL ROTAM/CPE;B01129;CONSUMADO;RODOVIA;MG 060;;PREENCHIMENTO OPCIONAL;;153;INVÁLIDO;;;;PAPAGAIOS;-19,45775570;-44,73649980;APREENDIDO;FUZIL / FUZIL DE ASSALTO (USO;27/02/2019;09:59:12;5
2019-009302634-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;SITIO;INVÁLIDO;MORRO CAVADO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;FORMIGA;-20,39913889;-45,36461111;APREENDIDO;ESPINGARDA / ESCOPETA;27/02/2019;14:00:00;2
2019-009302634-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;SITIO;INVÁLIDO;MORRO CAVADO;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;ZONA RURAL;;;FORMIGA;-20,39913889;-45,36461111;APREENDIDO;ESPINGARDA POLVEIRA;27/02/2019;14:00:00;1
2019-009346543-001;POLICIA MILITAR;142 CIA PM/23 BPM/7 RPM;7 CIA PM IND PE/7 RPM;E03016;CONSUMADO;RUA;GONCALVES DIAS;;PREENCHIMENTO OPCIONAL;;786;PORTO VELHO;;;;DIVINOPOLIS;-20,14758610;-44,88054450;APREENDIDO;PISTOLA;27/02/2019;18:53:30;1
2019-009389928-001;POLICIA MILITAR;60 BPM/7 RPM;279 CIA PM/60 BPM/7 RPM;C01157;CONSUMADO;RUA;GUAJAJARAS;;PREENCHIMENTO OPCIONAL;;35;MARISA;;;;NOVA SERRANA;-19,88148880;-44,98584880;APREENDIDO;GARRUCHA;27/02/2019;22:29:46;1
2019-009412859-001;POLICIA MILITAR;141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;Y10001;CONSUMADO;RUA;MARIA MARQUES DE CARVALHO;ALMIRANTE BARROSO;PREENCHIMENTO OPCIONAL;;1307.00;BELA VISTA;;;;ABAETE;-19,14859400;-45,45118220;APREENDIDO;ESPINGARDA / ESCOPETA;28/02/2019;06:22:44;1
2019-009415718-001;POLICIA MILITAR;2 PEL/141 CIA PM/7 BPM/7 RPM;141 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;TAPAJOS;;PREENCHIMENTO OPCIONAL;;465;SAO GERALDO;;;;DORES DO INDAIA;-19,45773190;-45,59210660;APREENDIDO;REVOLVER;28/02/2019;06:50:00;1
2019-009416333-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;AUSTRAGESIMO DE MENDONCA;;PREENCHIMENTO OPCIONAL;;1159;LAGOA DOS BURITIS;;;;MARTINHO CAMPOS;-19,34507390;-45,24657310;APREENDIDO;ESPINGARDA / ESCOPETA;28/02/2019;06:20:00;1
2019-009416333-001;POLICIA MILITAR;2 PEL/118 CIA PM/7 BPM/7 RPM;118 CIA PM/7 BPM/7 RPM;E03012;CONSUMADO;RUA;AUSTRAGESIMO DE MENDONCA;;PREENCHIMENTO OPCIONAL;;1159;LAGOA DOS BURITIS;;;;MARTINHO CAMPOS;-19,34507390;-45,24657310;APREENDIDO;REVOLVER;28/02/2019;06:20:00;1
2019-009416885-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;E03014;CONSUMADO;AVENIDA;SANTOS DUMONT;;PREENCHIMENTO OPCIONAL;;977.000;NOSSA SENHORA DE FATIMA;;;;BAMBUI;-20,01593930;-45,97187520;APREENDIDO;REVOLVER;28/02/2019;06:40:00;1
2019-009417340-001;POLICIA MILITAR;63 BPM/7 RPM;241 CIA PM/63 BPM/7 RPM;E03012;CONSUMADO;RUA;FRANCISCO ANGELO REMIGI;;PREENCHIMENTO OPCIONAL;;77;SAGRADO CORAÇÃO DE JESUS;;;;BAMBUI;-20,01768530;-45,96664980;APREENDIDO;ESPINGARDA POLVEIRA;28/02/2019;06:30:00;2
2019-009424039-001;POLICIA MILITAR;4 PEL/19 CIA PM IND/7 RPM;19 CIA PM IND/7 RPM;E99000;CONSUMADO;RUA;CECILIA MACHADO;;PREENCHIMENTO OPCIONAL;;322;INVÁLIDO;;;;PAPAGAIOS;-19,43864970;-44,73895730;APREENDIDO;ARMAS DE PRESSAO IGUAL OU INFERIOR A 6MM;28/02/2019;08:35:00;1
2019-009427305-001;POLICIA MILITAR;2 PEL/290 CIA PM/63 BPM/7 RPM;63 BPM/7 RPM;A05000;CONSUMADO;ESTRADA;JOSE BATISTA DE OLIVEIRA;DA LORETA;PREENCHIMENTO OPCIONAL;;1520.00;RECANTO DA PRAIA;;;;FORMIGA;-20,48727130;-45,43645040;APREENDIDO;ESPINGARDA POLVEIRA;28/02/2019;09:02:10;1
2019-009522246-001;POLICIA MILITAR;4 PEL/107 CIA PM/7 BPM/7 RPM;7 CIA PM MAMB/BPM MAMB/CPMAMB;E03012;CONSUMADO;FAZENDA;INVÁLIDO;LIZI/BATE ESTACA;PREENCHIMENTO OPCIONAL;;0;INVÁLIDO;LOCALIDADE RURAL DE BATE ESTACA/FEIJÃO PRETO;HERIS ELIS RIBEIRO;PRÓXIMO A GRANJA/AVICULTURA DE CORTE;PEDRA DO INDAIA;-20,30500000;-45,15944444;APREENDIDO;ESPINGARDA POLVEIRA;28/02/2019;14:00:00;1
2019-009527671-001;POLICIA MILITAR;107 CIA PM/7 BPM/7 RPM;107 CIA PM/7 BPM/7 RPM;E03014;CONSUMADO;RODOVIA;MG 170;;PREENCHIMENTO OPCIONAL;;30;INVÁLIDO;;;trevo principal;LAGOA DA PRATA;-20,01778140;-45,51469350;APREENDIDO;REVOLVER;28/02/2019;17:54:37;1
