Código Grupo Tipo Material;Descrição Longa Grupo Tipo Material;Código Tipo Material;Descrição Longa Tipo Material;Descrição Longa Unidade Medida;Valor
1000;EQUIPAMENTOS DE SEGURANCA;1099;OUTROS - EQUIPAMENTOS DE SEGURANCA;LITRO;1000
1000;EQUIPAMENTOS DE SEGURANCA;1099;OUTROS - EQUIPAMENTOS DE SEGURANCA;GRAMA;1
1000;EQUIPAMENTOS DE SEGURANCA;1099;OUTROS - EQUIPAMENTOS DE SEGURANCA;QUILOGRAMA;1000
1000;EQUIPAMENTOS DE SEGURANCA;1099;OUTROS - EQUIPAMENTOS DE SEGURANCA;UNIDADE;1
1000;EQUIPAMENTOS DE SEGURANCA;1099;OUTROS - EQUIPAMENTOS DE SEGURANCA;DUZIA;12
1000;EQUIPAMENTOS DE SEGURANCA;1099;OUTROS - EQUIPAMENTOS DE SEGURANCA;MILHEIRO;1000
1000;EQUIPAMENTOS DE SEGURANCA;1099;OUTROS - EQUIPAMENTOS DE SEGURANCA;PREENCHIMENTO OPCIONAL;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1101;ASPIRADOR DE PO;CENTIMETRO;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1101;ASPIRADOR DE PO;METRO;100
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1101;ASPIRADOR DE PO;LITRO;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1101;ASPIRADOR DE PO;QUILOGRAMA;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1101;ASPIRADOR DE PO;UNIDADE;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1101;ASPIRADOR DE PO;DUZIA;12
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1101;ASPIRADOR DE PO;PREENCHIMENTO OPCIONAL;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1102;BATEDEIRA;CENTIMETRO;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1102;BATEDEIRA;METRO QUADRADO;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1102;BATEDEIRA;UNIDADE;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1102;BATEDEIRA;DUZIA;12
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1102;BATEDEIRA;PREENCHIMENTO OPCIONAL;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1103;ENCERADEIRA;METRO;100
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1103;ENCERADEIRA;UNIDADE;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1103;ENCERADEIRA;PREENCHIMENTO OPCIONAL;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1104;FERRO PARA PASSAR ROUPA;CENTIMETRO;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1104;FERRO PARA PASSAR ROUPA;METRO;100
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1104;FERRO PARA PASSAR ROUPA;METRO QUADRADO;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1104;FERRO PARA PASSAR ROUPA;QUILOGRAMA;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1104;FERRO PARA PASSAR ROUPA;UNIDADE;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1104;FERRO PARA PASSAR ROUPA;DUZIA;12
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1104;FERRO PARA PASSAR ROUPA;PREENCHIMENTO OPCIONAL;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1105;FOGAO / BOTIJAO DE GAS;CENTIMETRO;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1105;FOGAO / BOTIJAO DE GAS;METRO;100
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1105;FOGAO / BOTIJAO DE GAS;METRO CUBICO;3000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1105;FOGAO / BOTIJAO DE GAS;LITRO;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1105;FOGAO / BOTIJAO DE GAS;QUILATE;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1105;FOGAO / BOTIJAO DE GAS;QUILOGRAMA;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1105;FOGAO / BOTIJAO DE GAS;UNIDADE;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1105;FOGAO / BOTIJAO DE GAS;DUZIA;12
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1105;FOGAO / BOTIJAO DE GAS;CENTO;100
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1105;FOGAO / BOTIJAO DE GAS;PREENCHIMENTO OPCIONAL;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1106;FORNO ELETRICO / MICRO-ONDAS;CENTIMETRO;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1106;FORNO ELETRICO / MICRO-ONDAS;LITRO;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1106;FORNO ELETRICO / MICRO-ONDAS;QUILOGRAMA;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1106;FORNO ELETRICO / MICRO-ONDAS;UNIDADE;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1106;FORNO ELETRICO / MICRO-ONDAS;DUZIA;12
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1106;FORNO ELETRICO / MICRO-ONDAS;MILHEIRO;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1106;FORNO ELETRICO / MICRO-ONDAS;PREENCHIMENTO OPCIONAL;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1107;GELADEIRA;METRO;100
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1107;GELADEIRA;METRO QUADRADO;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1107;GELADEIRA;LITRO;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1107;GELADEIRA;ESTEREO;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1107;GELADEIRA;UNIDADE;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1107;GELADEIRA;CENTO;100
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1107;GELADEIRA;PREENCHIMENTO OPCIONAL;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1108;LIQUIDIFICADOR;QUILOMETRO;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1108;LIQUIDIFICADOR;METRO CUBICO;3000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1108;LIQUIDIFICADOR;UNIDADE;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1108;LIQUIDIFICADOR;DUZIA;12
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1108;LIQUIDIFICADOR;CENTO;100
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1108;LIQUIDIFICADOR;MILHEIRO;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1108;LIQUIDIFICADOR;PREENCHIMENTO OPCIONAL;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1109;PROCESSADOR;CENTIMETRO;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1109;PROCESSADOR;METRO;100
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1109;PROCESSADOR;LITRO;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1109;PROCESSADOR;UNIDADE;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1109;PROCESSADOR;PREENCHIMENTO OPCIONAL;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1199;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);CENTIMETRO;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1199;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);METRO;100
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1199;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);QUILOGRAMA;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1199;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);TONELADA;100000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1199;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);ARROBA;15000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1199;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);UNIDADE;1
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1199;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);DUZIA;12
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1199;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);CENTO;100
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1199;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);MILHEIRO;1000
1100;EQUIPAMENTOS ELETROS-DOMESTICOS;1199;OUTROS - EQUIP ELETROS-DOMESTICOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1201;CAMERA PARA FILMAGEM;CENTIMETRO;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1201;CAMERA PARA FILMAGEM;METRO;100
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1201;CAMERA PARA FILMAGEM;UNIDADE;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1201;CAMERA PARA FILMAGEM;DUZIA;12
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1201;CAMERA PARA FILMAGEM;CENTO;100
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1201;CAMERA PARA FILMAGEM;PREENCHIMENTO OPCIONAL;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1202;DVD;CENTIMETRO;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1202;DVD;LITRO;1000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1202;DVD;QUILOGRAMA;1000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1202;DVD;UNIDADE;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1202;DVD;DUZIA;12
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1202;DVD;CENTO;100
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1202;DVD;MILHEIRO;1000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1202;DVD;PREENCHIMENTO OPCIONAL;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1203;JOGOS;CENTIMETRO;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1203;JOGOS;METRO;100
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1203;JOGOS;QUILOMETRO;1000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1203;JOGOS;UNIDADE;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1203;JOGOS;DUZIA;12
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1203;JOGOS;CENTO;100
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1203;JOGOS;MILHEIRO;1000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1203;JOGOS;PREENCHIMENTO OPCIONAL;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1204;MAQUINA PARA JOGOS;CENTIMETRO;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1204;MAQUINA PARA JOGOS;METRO;100
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1204;MAQUINA PARA JOGOS;ESTEREO;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1204;MAQUINA PARA JOGOS;GRAMA;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1204;MAQUINA PARA JOGOS;QUILOGRAMA;1000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1204;MAQUINA PARA JOGOS;TONELADA;100000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1204;MAQUINA PARA JOGOS;UNIDADE;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1204;MAQUINA PARA JOGOS;DUZIA;12
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1204;MAQUINA PARA JOGOS;CENTO;100
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1204;MAQUINA PARA JOGOS;MILHEIRO;1000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1204;MAQUINA PARA JOGOS;PREENCHIMENTO OPCIONAL;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1205;MICRO-SYSTEM;CENTIMETRO;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1205;MICRO-SYSTEM;METRO;100
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1205;MICRO-SYSTEM;QUILATE;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1205;MICRO-SYSTEM;UNIDADE;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1205;MICRO-SYSTEM;DUZIA;12
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1205;MICRO-SYSTEM;CENTO;100
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1205;MICRO-SYSTEM;MILHEIRO;1000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1205;MICRO-SYSTEM;PREENCHIMENTO OPCIONAL;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1206;TELEVISAO;MILIMETRO;0.001
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1206;TELEVISAO;CENTIMETRO;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1206;TELEVISAO;METRO;100
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1206;TELEVISAO;METRO QUADRADO;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1206;TELEVISAO;ESTEREO;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1206;TELEVISAO;METRO CARVAO;3000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1206;TELEVISAO;QUILATE;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1206;TELEVISAO;QUILOGRAMA;1000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1206;TELEVISAO;UNIDADE;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1206;TELEVISAO;DUZIA;12
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1206;TELEVISAO;CENTO;100
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1206;TELEVISAO;MILHEIRO;1000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1206;TELEVISAO;PREENCHIMENTO OPCIONAL;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1207;RADIO;QUILATE;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1208;VIDEOCASSETE;CENTIMETRO;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1208;VIDEOCASSETE;UNIDADE;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1208;VIDEOCASSETE;PREENCHIMENTO OPCIONAL;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);MILIMETRO;0.001
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);CENTIMETRO;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);METRO;100
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);METRO QUADRADO;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);METRO CUBICO;3000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);ESTEREO;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);QUILATE;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);MILIGRAMA;0.001
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);GRAMA;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);QUILOGRAMA;1000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);ARROBA;15000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);UNIDADE;1
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);DUZIA;12
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);CENTO;100
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);MILHEIRO;1000
1200;EQUIPAMENTOS ELETRO-ELETRONICOS;1299;OUTROS EQUIP ELETRO-ELETRONICOS (DISCRIMINAR NO HISTORICO);PREENCHIMENTO OPCIONAL;1
1300;EQUIPAMENTOS ESPORTIVOS;1399;OUTROS - EQUIPAMENTOS ESPORTIVOS;METRO;100
1300;EQUIPAMENTOS ESPORTIVOS;1399;OUTROS - EQUIPAMENTOS ESPORTIVOS;METRO QUADRADO;1
1300;EQUIPAMENTOS ESPORTIVOS;1399;OUTROS - EQUIPAMENTOS ESPORTIVOS;UNIDADE;1
1300;EQUIPAMENTOS ESPORTIVOS;1399;OUTROS - EQUIPAMENTOS ESPORTIVOS;DUZIA;12
1300;EQUIPAMENTOS ESPORTIVOS;1399;OUTROS - EQUIPAMENTOS ESPORTIVOS;MILHEIRO;1000
1300;EQUIPAMENTOS ESPORTIVOS;1399;OUTROS - EQUIPAMENTOS ESPORTIVOS;PREENCHIMENTO OPCIONAL;1
1400;EQUIPAMENTOS FOTOGRAFICOS;1499;OUTROS - EQUIPAMENTOS FOTOGRAFICOS;MILIMETRO;0.001
1400;EQUIPAMENTOS FOTOGRAFICOS;1499;OUTROS - EQUIPAMENTOS FOTOGRAFICOS;HECTARE;10000
1400;EQUIPAMENTOS FOTOGRAFICOS;1499;OUTROS - EQUIPAMENTOS FOTOGRAFICOS;UNIDADE;1
1400;EQUIPAMENTOS FOTOGRAFICOS;1499;OUTROS - EQUIPAMENTOS FOTOGRAFICOS;DUZIA;12
1400;EQUIPAMENTOS FOTOGRAFICOS;1499;OUTROS - EQUIPAMENTOS FOTOGRAFICOS;PREENCHIMENTO OPCIONAL;1
1500;EQUIPAMENTOS INDUSTRIAIS;1599;OUTROS - EQUIPAMENTOS INDUSTRIAIS;METRO;100
1500;EQUIPAMENTOS INDUSTRIAIS;1599;OUTROS - EQUIPAMENTOS INDUSTRIAIS;METRO QUADRADO;1
1500;EQUIPAMENTOS INDUSTRIAIS;1599;OUTROS - EQUIPAMENTOS INDUSTRIAIS;METRO CUBICO;3000
1500;EQUIPAMENTOS INDUSTRIAIS;1599;OUTROS - EQUIPAMENTOS INDUSTRIAIS;LITRO;1000
1500;EQUIPAMENTOS INDUSTRIAIS;1599;OUTROS - EQUIPAMENTOS INDUSTRIAIS;QUILOGRAMA;1000
1500;EQUIPAMENTOS INDUSTRIAIS;1599;OUTROS - EQUIPAMENTOS INDUSTRIAIS;TONELADA;100000
1500;EQUIPAMENTOS INDUSTRIAIS;1599;OUTROS - EQUIPAMENTOS INDUSTRIAIS;UNIDADE;1
1500;EQUIPAMENTOS INDUSTRIAIS;1599;OUTROS - EQUIPAMENTOS INDUSTRIAIS;DUZIA;12
1500;EQUIPAMENTOS INDUSTRIAIS;1599;OUTROS - EQUIPAMENTOS INDUSTRIAIS;CENTO;100
1500;EQUIPAMENTOS INDUSTRIAIS;1599;OUTROS - EQUIPAMENTOS INDUSTRIAIS;MILHEIRO;1000
1500;EQUIPAMENTOS INDUSTRIAIS;1599;OUTROS - EQUIPAMENTOS INDUSTRIAIS;PREENCHIMENTO OPCIONAL;1
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;MILIMETRO;0.001
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;CENTIMETRO;1
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;METRO;100
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;QUILOMETRO;1000
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;METRO QUADRADO;1
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;METRO CUBICO;3000
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;LITRO;1000
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;QUILATE;1
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;GRAMA;1
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;QUILOGRAMA;1000
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;TONELADA;100000
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;UNIDADE;1
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;DUZIA;12
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;CENTO;100
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;MILHEIRO;1000
1600;EQUIPAMENTOS PARA CONSTRUCAO;1699;OUTROS - EQUIPAMENTOS PARA CONSTRUCAO;PREENCHIMENTO OPCIONAL;1
1700;EQUIPAMENTOS PARA DROGAS / NARCOTICOS;1799;OUTROS - EQUIPAMENTOS PARA DROGAS / NARCOTICOS;LITRO;1000
1700;EQUIPAMENTOS PARA DROGAS / NARCOTICOS;1799;OUTROS - EQUIPAMENTOS PARA DROGAS / NARCOTICOS;MILIGRAMA;0.001
1700;EQUIPAMENTOS PARA DROGAS / NARCOTICOS;1799;OUTROS - EQUIPAMENTOS PARA DROGAS / NARCOTICOS;GRAMA;1
1700;EQUIPAMENTOS PARA DROGAS / NARCOTICOS;1799;OUTROS - EQUIPAMENTOS PARA DROGAS / NARCOTICOS;QUILOGRAMA;1000
1700;EQUIPAMENTOS PARA DROGAS / NARCOTICOS;1799;OUTROS - EQUIPAMENTOS PARA DROGAS / NARCOTICOS;TONELADA;100000
1700;EQUIPAMENTOS PARA DROGAS / NARCOTICOS;1799;OUTROS - EQUIPAMENTOS PARA DROGAS / NARCOTICOS;UNIDADE;1
1700;EQUIPAMENTOS PARA DROGAS / NARCOTICOS;1799;OUTROS - EQUIPAMENTOS PARA DROGAS / NARCOTICOS;DUZIA;12
1700;EQUIPAMENTOS PARA DROGAS / NARCOTICOS;1799;OUTROS - EQUIPAMENTOS PARA DROGAS / NARCOTICOS;CENTO;100
1700;EQUIPAMENTOS PARA DROGAS / NARCOTICOS;1799;OUTROS - EQUIPAMENTOS PARA DROGAS / NARCOTICOS;MILHEIRO;1000
1700;EQUIPAMENTOS PARA DROGAS / NARCOTICOS;1799;OUTROS - EQUIPAMENTOS PARA DROGAS / NARCOTICOS;PREENCHIMENTO OPCIONAL;1
1800;EQUIPAMENTOS PARA ESCRITORIO;1899;OUTROS - EQUIPAMENTOS PARA ESCRITORIO;QUILOMETRO;1000
1800;EQUIPAMENTOS PARA ESCRITORIO;1899;OUTROS - EQUIPAMENTOS PARA ESCRITORIO;QUILATE;1
1800;EQUIPAMENTOS PARA ESCRITORIO;1899;OUTROS - EQUIPAMENTOS PARA ESCRITORIO;QUILOGRAMA;1000
1800;EQUIPAMENTOS PARA ESCRITORIO;1899;OUTROS - EQUIPAMENTOS PARA ESCRITORIO;TONELADA;100000
1800;EQUIPAMENTOS PARA ESCRITORIO;1899;OUTROS - EQUIPAMENTOS PARA ESCRITORIO;ARROBA;15000
1800;EQUIPAMENTOS PARA ESCRITORIO;1899;OUTROS - EQUIPAMENTOS PARA ESCRITORIO;UNIDADE;1
1800;EQUIPAMENTOS PARA ESCRITORIO;1899;OUTROS - EQUIPAMENTOS PARA ESCRITORIO;DUZIA;12
1800;EQUIPAMENTOS PARA ESCRITORIO;1899;OUTROS - EQUIPAMENTOS PARA ESCRITORIO;CENTO;100
1800;EQUIPAMENTOS PARA ESCRITORIO;1899;OUTROS - EQUIPAMENTOS PARA ESCRITORIO;MILHEIRO;1000
1800;EQUIPAMENTOS PARA ESCRITORIO;1899;OUTROS - EQUIPAMENTOS PARA ESCRITORIO;PREENCHIMENTO OPCIONAL;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1901;APLICATIVOS EM GERAL(SOFTWARES);CENTIMETRO;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1901;APLICATIVOS EM GERAL(SOFTWARES);METRO;100
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1901;APLICATIVOS EM GERAL(SOFTWARES);QUILOGRAMA;1000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1901;APLICATIVOS EM GERAL(SOFTWARES);UNIDADE;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1901;APLICATIVOS EM GERAL(SOFTWARES);DUZIA;12
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1901;APLICATIVOS EM GERAL(SOFTWARES);PREENCHIMENTO OPCIONAL;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1902;DIGITALIZADOR DE IMAGEM;CENTIMETRO;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1902;DIGITALIZADOR DE IMAGEM;METRO;100
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1902;DIGITALIZADOR DE IMAGEM;QUILOMETRO;1000
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1902;DIGITALIZADOR DE IMAGEM;METRO QUADRADO;1
1900;EQUIPAMENTO / SOFTWARE PARA INFORMATICA;1902;DIGITALIZADOR DE IMAGEM;UNIDADE;1
