Número REDS,Data Fato
2019-013187842-001,3/21/2019
2019-013192137-001,3/21/2019
2019-013194597-001,3/21/2019
2019-013198645-001,3/21/2019
2019-013203217-001,3/21/2019
2019-013755269-001,3/21/2019
2019-013252473-001,3/22/2019
2019-013260140-001,3/22/2019
2019-013288605-001,3/22/2019
2019-013290736-001,3/22/2019
2019-013308861-001,3/22/2019
2019-013341244-001,3/22/2019
2019-013356528-001,3/22/2019
2019-013358029-001,3/22/2019
2019-013374376-001,3/22/2019
2019-013698885-001,3/22/2019
2019-017789078-001,3/22/2019
2019-023928241-001,3/22/2019
2019-013426440-001,3/23/2019
2019-013448151-001,3/23/2019
2019-013701131-001,3/23/2019
2019-015199371-001,3/23/2019
2019-013716051-001,3/24/2019
2019-013824251-001,3/24/2019
2019-013973025-001,3/24/2019
2019-013712116-001,3/25/2019
2019-013843925-001,3/25/2019
2019-013847228-001,3/25/2019
2019-013853097-002,3/25/2019
2019-014287833-001,3/25/2019
2019-015525706-001,3/25/2019
2019-019102592-001,3/25/2019
2019-013879790-001,3/26/2019
2019-013889322-001,3/26/2019
2019-014017529-001,3/26/2019
2019-014033051-001,3/26/2019
2019-014051718-001,3/26/2019
2019-014060082-001,3/26/2019
2019-014518280-001,3/26/2019
2019-014148570-001,3/27/2019
2019-014209904-001,3/27/2019
2019-014296113-001,3/27/2019
2019-014283731-001,3/28/2019
2019-015185290-001,3/28/2019
2019-014456130-001,3/29/2019
2019-014495770-001,3/29/2019
2019-014581290-001,3/29/2019
2019-014618415-001,3/29/2019
2019-024791086-001,3/29/2019
2019-026790004-001,3/29/2019
2019-014667277-001,3/30/2019
2019-014692149-001,3/30/2019
2019-015190013-001,3/30/2019
2019-015200220-001,3/30/2019
2019-015202442-001,3/30/2019
2019-014805030-001,3/31/2019
2019-014818026-001,3/31/2019
2019-014844444-001,3/31/2019
2019-014856596-001,3/31/2019
2019-015382392-001,3/31/2019
2019-014951232-001,4/1/2019
2019-014956592-001,4/1/2019
2019-014956902-001,4/1/2019
2019-015008014-001,4/1/2019
2019-015017028-001,4/1/2019
2019-015021540-001,4/1/2019
2019-015113656-001,4/1/2019
2019-015154609-001,4/1/2019
2019-015523356-001,4/1/2019
2019-016267902-001,4/1/2019
2019-018847973-001,4/1/2019
2019-015131069-001,4/2/2019
2019-015154940-001,4/2/2019
2019-015163430-001,4/2/2019
2019-015172130-001,4/2/2019
2019-015184072-001,4/2/2019
2019-015185760-001,4/2/2019
2019-015194102-001,4/2/2019
2019-015195360-001,4/2/2019
2019-015231758-001,4/2/2019
2019-015244274-001,4/2/2019
2019-015257730-001,4/2/2019
2019-015272741-001,4/2/2019
2019-015527289-001,4/2/2019
2019-015782266-001,4/2/2019
2019-016796711-001,4/2/2019
2019-019270689-001,4/2/2019
2019-015428550-001,4/3/2019
2019-015435577-001,4/3/2019
2019-015452063-001,4/3/2019
2019-015460921-001,4/3/2019
2019-015468222-001,4/3/2019
2019-015474665-001,4/3/2019
2019-015767650-001,4/3/2019
2019-015507808-001,4/4/2019
2019-015517192-001,4/4/2019
2019-015573970-001,4/4/2019
2019-015576119-001,4/4/2019
2019-015610851-001,4/4/2019
2019-015612640-001,4/4/2019
2019-015623196-001,4/4/2019
2019-015720327-001,4/4/2019
2019-016952231-001,4/4/2019
2019-015723230-001,4/5/2019
2019-015749658-001,4/5/2019
2019-015781772-001,4/5/2019
2019-016241265-001,4/5/2019
2019-017022053-001,4/5/2019
2019-015875680-001,4/6/2019
2019-015906984-001,4/6/2019
2019-015914470-001,4/6/2019
2019-015936335-001,4/6/2019
2019-015947727-001,4/6/2019
2019-016083129-001,4/7/2019
2019-016083131-001,4/7/2019
2019-016108390-001,4/7/2019
2019-016125814-001,4/7/2019
2019-016181035-001,4/7/2019
2019-016183796-001,4/7/2019
2019-016187619-001,4/7/2019
2019-016564243-001,4/7/2019
2019-016170784-001,4/8/2019
2019-016174754-001,4/8/2019
2019-016174795-001,4/8/2019
2019-016178990-001,4/8/2019
2019-016392510-001,4/8/2019
2019-016642629-001,4/8/2019
2019-016377895-001,4/9/2019
2019-016407787-001,4/9/2019
2019-016420065-001,4/9/2019
2019-016449173-001,4/9/2019
2019-016470088-001,4/9/2019
2019-016485493-001,4/9/2019
2019-016506581-001,4/9/2019
2019-016509243-001,4/9/2019
2019-016518980-001,4/9/2019
2019-016519236-001,4/9/2019
2019-016525810-001,4/9/2019
2019-016559905-001,4/9/2019
2019-016640303-001,4/9/2019
2019-016531910-001,4/10/2019
2019-016554354-001,4/10/2019
2019-016574762-001,4/10/2019
2019-016589460-001,4/10/2019
2019-016610470-001,4/10/2019
2019-016682990-001,4/10/2019
2019-016685821-001,4/10/2019
2019-016718613-001,4/11/2019
2019-016790770-001,4/11/2019
2019-016793172-001,4/11/2019
2019-016798814-001,4/11/2019
2019-016801220-001,4/11/2019
2019-016842597-001,4/11/2019
2019-016855200-001,4/11/2019
2019-016932557-001,4/12/2019
2019-016956465-001,4/12/2019
2019-016961784-001,4/12/2019
2019-016978712-001,4/12/2019
2019-017007512-001,4/12/2019
2019-017037064-001,4/12/2019
2019-017039637-001,4/12/2019
2019-017065910-001,4/12/2019
2019-017077852-001,4/12/2019
2019-017485553-001,4/12/2019
2019-017135754-001,4/13/2019
2019-017136655-001,4/13/2019
2019-017142323-001,4/13/2019
2019-017172410-001,4/13/2019
2019-017184562-001,4/13/2019
2019-017200331-001,4/13/2019
2019-017395120-001,4/13/2019
2019-019410375-001,4/13/2019
2019-017407442-001,4/14/2019
2019-017411845-001,4/14/2019
2019-017414078-001,4/14/2019
2019-017528576-001,4/14/2019
2019-018858973-001,4/14/2019
2019-020048334-001,4/14/2019
2019-017391801-001,4/15/2019
2019-017452500-001,4/15/2019
2019-017476199-001,4/15/2019
2019-017502524-001,4/15/2019
2019-017530287-001,4/15/2019
2019-017552246-001,4/15/2019
2019-017800630-001,4/15/2019
2019-017848472-001,4/15/2019
2019-017604680-001,4/16/2019
2019-017620600-001,4/16/2019
2019-017628832-001,4/16/2019
2019-017692272-001,4/16/2019
2019-017706397-001,4/16/2019
2019-017721339-001,4/16/2019
2019-017746690-001,4/16/2019
2019-017802523-001,4/16/2019
2019-017932407-001,4/16/2019
2019-017782010-001,4/17/2019
2019-017802564-001,4/17/2019
2019-017825437-001,4/17/2019
2019-017835840-001,4/17/2019
2019-017895084-001,4/17/2019
2019-017958095-001,4/18/2019
2019-018104190-001,4/18/2019
2019-018140770-001,4/19/2019
2019-018169680-001,4/19/2019
2019-018605036-001,4/19/2019
2019-018809366-001,4/19/2019
2019-018293842-001,4/20/2019
2019-018303460-001,4/20/2019
2019-018308360-001,4/20/2019
2019-018325865-001,4/20/2019
2019-018337480-001,4/20/2019
2019-018357059-001,4/20/2019
2019-018367082-001,4/20/2019
2019-018388532-001,4/20/2019
2019-018432259-001,4/20/2019
2019-018643459-001,4/20/2019
2019-018842234-001,4/20/2019
2019-018429922-001,4/21/2019
2019-018457042-001,4/21/2019
2019-018517680-001,4/21/2019
2019-018534085-001,4/21/2019
2019-018668794-001,4/21/2019
2019-019272898-001,4/21/2019
2019-018588080-001,4/22/2019
2019-018591360-001,4/22/2019
2019-018658927-001,4/22/2019
2019-018659501-001,4/22/2019
2019-019264077-001,4/22/2019
2019-020062720-001,4/22/2019
2019-018788419-001,4/23/2019
2019-018807432-001,4/23/2019
2019-018851420-001,4/23/2019
2019-018861388-001,4/23/2019
2019-018890273-001,4/23/2019
2019-018910160-001,4/23/2019
2019-018913241-001,4/23/2019
2019-018936891-001,4/23/2019
2019-021413704-001,4/23/2019
2019-018958891-001,4/24/2019
2019-018966099-001,4/24/2019
2019-018980506-001,4/24/2019
2019-019079226-001,4/24/2019
2019-019201707-001,4/24/2019
2019-019236158-001,4/25/2019
2019-019327062-001,4/25/2019
2019-019332682-001,4/25/2019
2019-019349677-001,4/25/2019
2019-019396580-001,4/25/2019
2019-019481259-001,4/25/2019
2019-019491451-001,4/25/2019
2019-022843995-001,4/25/2019
2019-019356848-001,4/26/2019
2019-019491815-001,4/26/2019
2019-019507625-001,4/26/2019
2019-019870304-001,4/26/2019
2019-020084115-001,4/26/2019
2019-020442408-001,4/26/2019
2019-019539320-001,4/27/2019
2019-019559935-001,4/27/2019
2019-019586195-001,4/27/2019
2019-019655422-001,4/27/2019
2019-019857465-001,4/27/2019
2019-019926696-001,4/27/2019
2019-019771594-001,4/28/2019
2019-019774390-001,4/28/2019
2019-020125769-001,4/28/2019
2019-019853153-001,4/29/2019
2019-019957330-001,4/29/2019
2019-019961262-001,4/29/2019
2019-020002203-001,4/29/2019
2019-020144317-001,4/29/2019
2019-023556873-001,4/29/2019
2019-020025750-001,4/30/2019
2019-020057599-001,4/30/2019
2019-020093683-001,4/30/2019
2019-020119404-001,4/30/2019
2019-020172418-001,4/30/2019
2019-020181068-001,4/30/2019
2019-020440177-001,4/30/2019
2019-020582870-001,4/30/2019
2019-020233354-001,5/1/2019
2019-020279507-001,5/1/2019
2019-020287362-001,5/1/2019
2019-020292785-001,5/1/2019
2019-020314094-001,5/1/2019
2019-013788845-001,5/2/2019
2019-020378368-001,5/2/2019
2019-020391160-001,5/2/2019
2019-020406718-001,5/2/2019
2019-020449782-001,5/2/2019
2019-020472930-001,5/2/2019
2019-020485102-001,5/2/2019
2019-020525015-001,5/2/2019
2019-020569410-001,5/2/2019
2019-021049680-001,5/2/2019
2019-021276188-001,5/2/2019
2019-020565844-001,5/3/2019
2019-020590575-001,5/3/2019
2019-020612971-001,5/3/2019
2019-020634235-001,5/3/2019
2019-020688481-001,5/3/2019
2019-020710797-001,5/3/2019
2019-020713433-001,5/3/2019
2019-020894767-001,5/3/2019
2019-024996655-001,5/3/2019
2019-020751856-001,5/4/2019
2019-020766161-001,5/4/2019
2019-020770473-001,5/4/2019
2019-020783128-001,5/4/2019
2019-020863270-001,5/4/2019
2019-020873276-001,5/5/2019
2019-020904570-001,5/5/2019
2019-020934864-001,5/5/2019
2019-020952656-001,5/5/2019
2019-020986033-001,5/5/2019
2019-021036681-001,5/5/2019
2019-021102655-001,5/5/2019
2019-021480270-001,5/5/2019
2019-022730175-001,5/5/2019
2019-021023325-001,5/6/2019
2019-021093806-001,5/6/2019
2019-021099650-001,5/6/2019
2019-021115589-001,5/6/2019
2019-021138423-001,5/6/2019
2019-021173842-001,5/6/2019
2019-021509819-001,5/6/2019
2019-022465121-001,5/6/2019
2019-023026652-001,5/6/2019
2019-021240379-001,5/7/2019
2019-021255496-001,5/7/2019
2019-021259284-001,5/7/2019
2019-021263191-001,5/7/2019
2019-021307319-001,5/7/2019
2019-021315813-001,5/7/2019
2019-021328879-001,5/7/2019
2019-021374370-001,5/7/2019
2019-021602105-001,5/7/2019
2019-021623496-001,5/7/2019
2019-021418133-001,5/8/2019
2019-021418750-001,5/8/2019
2019-021425410-001,5/8/2019
2019-021429945-001,5/8/2019
2019-021436239-001,5/8/2019
2019-021448760-001,5/8/2019
2019-021491501-001,5/8/2019
2019-021494170-001,5/8/2019
2019-021527901-001,5/8/2019
2019-021607647-001,5/8/2019
2019-021661313-001,5/8/2019
2019-022270723-001,5/8/2019
2019-021583241-001,5/9/2019
2019-021583570-001,5/9/2019
2019-021595337-001,5/9/2019
2019-021598841-001,5/9/2019
2019-021678232-001,5/9/2019
2019-021679867-001,5/9/2019
2019-021714489-001,5/9/2019
2019-022553151-001,5/9/2019
2019-021756332-001,5/10/2019
2019-021785607-001,5/10/2019
2019-021810509-001,5/10/2019
2019-021928667-001,5/10/2019
2019-022030287-001,5/11/2019
2019-022379263-001,5/11/2019
2019-022522189-001,5/11/2019
2019-027514282-001,5/11/2019
2019-022109758-001,5/12/2019
2019-022141619-001,5/12/2019
2019-022234510-001,5/12/2019
2019-022280092-001,5/12/2019
2019-022291261-001,5/12/2019
2019-022278011-001,5/13/2019
2019-022289745-001,5/13/2019
2019-022306233-001,5/13/2019
2019-022444414-001,5/13/2019
2019-022495507-001,5/13/2019
2019-022492243-001,5/14/2019
2019-022615939-001,5/14/2019
2019-022716250-001,5/14/2019
2019-022898967-001,5/14/2019
2019-023094805-001,5/14/2019
2019-024983280-001,5/14/2019
2019-022641439-001,5/15/2019
2019-022672900-001,5/15/2019
2019-022689230-001,5/15/2019
2019-022713767-001,5/15/2019
2019-022774147-001,5/15/2019
2019-022782009-001,5/15/2019
2019-022782221-001,5/15/2019
2019-022785708-001,5/15/2019
2019-022800830-001,5/15/2019
2019-022801310-001,5/15/2019
2019-022821023-001,5/16/2019
2019-022875570-001,5/16/2019
2019-022909395-001,5/16/2019
2019-022924259-001,5/16/2019
2019-023010844-001,5/16/2019
2019-023024835-001,5/17/2019
2019-023043230-001,5/17/2019
2019-023050260-001,5/17/2019
2019-023063650-001,5/17/2019
2019-023095236-001,5/17/2019
2019-023115884-001,5/17/2019
2019-023132223-001,5/17/2019
2019-023133481-001,5/17/2019
2019-023138810-001,5/17/2019
2019-023143684-001,5/17/2019
2019-023164350-001,5/17/2019
2019-023221204-001,5/17/2019
2019-023207687-001,5/18/2019
2019-023211030-001,5/18/2019
2019-023222419-001,5/18/2019
2019-023231225-001,5/18/2019
2019-023280061-001,5/18/2019
2019-023293361-001,5/18/2019
2019-023318210-001,5/18/2019
2019-023675970-001,5/18/2019
2019-026154043-001,5/18/2019
2019-023369083-001,5/19/2019
2019-023447274-001,5/19/2019
2019-023512412-001,5/20/2019
2019-023531159-001,5/20/2019
2019-023601014-001,5/20/2019
2019-023601488-001,5/20/2019
2019-023623540-001,5/20/2019
2019-023645190-001,5/20/2019
2019-023698385-001,5/20/2019
2019-024932836-001,5/20/2019
2019-023667986-001,5/21/2019
2019-023694571-001,5/21/2019
2019-023708404-001,5/21/2019
2019-023755304-001,5/21/2019
2019-023764647-001,5/21/2019
2019-023791349-001,5/21/2019
2019-023791715-001,5/21/2019
2019-023946585-001,5/21/2019
2019-023868626-001,5/22/2019
2019-023942715-001,5/22/2019
2019-023967511-001,5/22/2019
2019-023978812-001,5/22/2019
2019-024056721-001,5/23/2019
2019-024101680-001,5/23/2019
2019-024133253-001,5/23/2019
2019-024167427-001,5/23/2019
2019-024175016-001,5/23/2019
2019-024180833-001,5/23/2019
2019-024203238-001,5/23/2019
2019-024214777-001,5/23/2019
2019-024260685-001,5/23/2019
2019-024344215-001,5/23/2019
2019-025170008-001,5/23/2019
2019-024229117-001,5/24/2019
2019-024314312-001,5/24/2019
2019-024326906-001,5/24/2019
2019-024335766-001,5/24/2019
2019-024344390-001,5/24/2019
2019-024349497-001,5/24/2019
2019-024391955-001,5/24/2019
2019-024392150-001,5/24/2019
2019-024392527-001,5/24/2019
2019-024434770-001,5/25/2019
2019-024450550-001,5/25/2019
2019-024537229-001,5/25/2019
2019-024974313-001,5/25/2019
2019-024556500-001,5/26/2019
2019-024581859-001,5/26/2019
2019-024586613-001,5/26/2019
2019-024604896-001,5/26/2019
2019-024617105-001,5/26/2019
2019-024642676-001,5/26/2019
2019-025104274-001,5/26/2019
2019-024685070-001,5/27/2019
2019-024719323-001,5/27/2019
2019-024806320-001,5/27/2019
2019-024820926-001,5/27/2019
2019-024833587-001,5/27/2019
2019-024843238-001,5/27/2019
2019-024848440-001,5/27/2019
2019-024994355-001,5/27/2019
2019-025122761-001,5/27/2019
2019-024884864-001,5/28/2019
2019-024930510-001,5/28/2019
2019-024939210-001,5/28/2019
2019-024952601-001,5/28/2019
2019-024962124-001,5/28/2019
2019-025014652-001,5/28/2019
2019-025071714-001,5/28/2019
2019-025076773-001,5/28/2019
2019-025317761-001,5/28/2019
2019-025246650-001,5/29/2019
2019-025295352-001,5/29/2019
2019-025324490-001,5/29/2019
2019-027453872-001,5/29/2019
2019-025294990-001,5/30/2019
2019-025401320-001,5/30/2019
2019-025401542-001,5/30/2019
2019-025401988-001,5/30/2019
2019-025432151-001,5/30/2019
2019-025535543-001,5/30/2019
2019-025932833-001,5/30/2019
2019-026174828-001,5/30/2019
2019-025471882-001,5/31/2019
2019-025500152-001,5/31/2019
2019-025508813-001,5/31/2019
2019-025519237-001,5/31/2019
2019-025561281-001,5/31/2019
2019-025596027-001,5/31/2019
2019-025935670-001,5/31/2019
2019-025630469-001,6/1/2019
2019-025638634-001,6/1/2019
2019-025663744-001,6/1/2019
2019-025681339-001,6/1/2019
2019-025694219-001,6/1/2019
2019-025762012-001,6/1/2019
2019-025944145-001,6/1/2019
2019-025776360-001,6/2/2019
2019-025825092-001,6/2/2019
2019-025846646-001,6/2/2019
2019-025851909-001,6/2/2019
2019-026344564-001,6/2/2019
2019-026765173-001,6/2/2019
2019-025932730-001,6/3/2019
2019-025934622-001,6/3/2019
2019-025943021-001,6/3/2019
2019-025984134-001,6/3/2019
2019-026020030-001,6/3/2019
2019-026025948-001,6/3/2019
2019-026035733-001,6/3/2019
2019-026047569-001,6/3/2019
2019-026824853-001,6/3/2019
2019-026161963-001,6/4/2019
2019-026168075-001,6/4/2019
2019-026175703-001,6/4/2019
2019-026216335-001,6/4/2019
2019-026238413-001,6/4/2019
2019-026268303-001,6/4/2019
2019-026309459-001,6/4/2019
2019-027570850-001,6/4/2019
2019-026332109-001,6/5/2019
2019-026358098-001,6/5/2019
2019-026372076-001,6/5/2019
2019-026437058-001,6/5/2019
2019-026440023-001,6/5/2019
2019-026449184-001,6/5/2019
2019-026517642-001,6/6/2019
2019-026609787-001,6/6/2019
2019-026752280-001,6/6/2019
2019-026770449-001,6/6/2019
2019-027506126-001,6/6/2019
2019-026739617-001,6/7/2019
2019-026878335-001,6/7/2019
2019-026883914-001,6/7/2019
2019-026895514-001,6/7/2019
2019-026899895-001,6/7/2019
2019-026900309-001,6/7/2019
2019-026918341-001,6/7/2019
2019-027011810-001,6/7/2019
2019-026968888-001,6/8/2019
2019-026969895-001,6/8/2019
2019-027174628-001,6/8/2019
2019-027317857-001,6/8/2019
2019-027338510-001,6/8/2019
2019-027456954-001,6/8/2019
2019-027082249-001,6/9/2019
2019-027104056-001,6/9/2019
2019-027151701-001,6/9/2019
2019-027231302-001,6/10/2019
2019-027250822-001,6/10/2019
2019-027294311-001,6/10/2019
2019-027384641-001,6/10/2019
2019-027396072-001,6/10/2019
2019-027655125-001,6/10/2019
2019-027898584-001,6/10/2019
2019-027444449-001,6/11/2019
2019-027495977-001,6/11/2019
2019-027508441-001,6/11/2019
2019-027523829-001,6/11/2019
2019-027542490-001,6/11/2019
2019-027546641-001,6/11/2019
2019-027574859-001,6/11/2019
2019-027578361-001,6/11/2019
2019-027579184-001,6/11/2019
2019-027579670-001,6/11/2019
2019-027584895-001,6/11/2019
2019-027635124-001,6/12/2019
2019-027649720-001,6/12/2019
2019-027663316-001,6/12/2019
2019-027671507-001,6/12/2019
2019-027678697-001,6/12/2019
2019-027702133-001,6/12/2019
2019-027767640-001,6/12/2019
2019-027786072-001,6/12/2019
2019-027906933-001,6/13/2019
2018-030857228-001,6/27/2018
2018-029567485-001,7/3/2018
2018-039327410-001,9/3/2018
2019-024308356-001,5/24/2019
2019-003802827-001,1/20/2019
2018-009924491-001,1/17/2018
2018-029336531-001,7/4/2018
2018-030861765-001,7/13/2018
2018-015457038-001,4/7/2018
2018-011966122-001,3/16/2018
2018-022307188-001,5/18/2018
2018-023394598-001,5/27/2018
2019-009156414-001,2/26/2019
2019-026355263-001,6/5/2019
2018-002351389-001,1/15/2018
2018-042877156-001,9/24/2018
2018-040956648-001,9/13/2018
2019-003054638-001,1/20/2019
2018-000577620-001,1/5/2018
2018-007950260-001,2/21/2018
2018-015611815-001,4/8/2018
2018-021036716-001,5/12/2018
2018-023131260-001,5/25/2018
2018-024511744-001,6/4/2018
2018-029347663-001,7/3/2018
2018-029363233-001,7/4/2018
2018-046561062-001,10/17/2018
2018-050181586-001,11/9/2018
2018-054214821-001,12/5/2018
2019-012212866-001,3/16/2019
2018-003089258-001,1/22/2018
2018-008047933-001,2/22/2018
2018-016549875-001,4/14/2018
2019-009678639-001,3/1/2019
2019-027520719-001,6/7/2019
2018-011867070-001,3/16/2018
2018-000250762-001,1/2/2018
2018-033092557-001,7/26/2018
2018-038475551-001,8/28/2018
2019-021320374-001,5/7/2019
2018-049381714-001,10/31/2018
2019-020537380-001,5/2/2019
2018-002348372-001,1/17/2018
2018-007587901-001,2/19/2018
2018-025510750-001,6/10/2018
2019-018811274-001,4/12/2019
2018-029302249-001,7/3/2018
2018-015518810-001,4/7/2018
2018-025588795-001,6/8/2018
2019-027023463-001,6/8/2019
2019-010437673-001,3/1/2019
2019-010098440-001,3/4/2019
2018-016179703-001,4/11/2018
2018-003025454-001,1/21/2018
2019-015729434-001,4/5/2019
2018-001611651-001,1/12/2018
2019-023504206-001,5/20/2019
2019-026379338-001,5/28/2019
2018-014823436-001,3/15/2018
2018-015696915-001,4/9/2018
2019-009519318-001,2/28/2019
2018-045218268-001,10/9/2018
2019-020705110-001,5/3/2019
2018-010519310-001,3/8/2018
2018-032585428-001,7/24/2018
2018-033116034-001,7/27/2018
2018-039776208-001,9/5/2018
2018-007947190-001,2/20/2018
2018-006600780-001,2/13/2018
2018-005904357-001,2/8/2018
2018-015751488-001,4/9/2018
2018-012271143-001,3/17/2018
2019-004317701-001,1/28/2019
2019-021801787-001,5/10/2019
2018-020945115-001,5/11/2018
2018-030318560-001,7/10/2018
2018-039808716-001,8/26/2018
2018-030747690-001,7/12/2018
2018-003569891-001,1/22/2018
2018-003573532-001,1/23/2018
2018-008901853-001,2/25/2018
2018-009343120-001,3/1/2018
2018-023396320-001,5/27/2018
2018-041336830-001,9/15/2018
2019-009843686-001,3/2/2019
2019-004236742-001,1/25/2019
2019-007606182-001,2/17/2019
2019-003070132-001,1/29/2019
2018-005911753-001,2/8/2018
2018-005997873-001,2/9/2018
2018-030601092-001,7/11/2018
2019-021248020-001,5/7/2019
2018-048729995-001,10/31/2018
2018-033357494-001,7/29/2018
2018-016273310-001,4/12/2018
2018-032589203-001,7/23/2018
2018-038172380-001,8/26/2018
2019-015184317-001,4/2/2019
2019-010445221-001,3/5/2019
2019-011707974-001,3/12/2019
2018-013339048-001,3/24/2018
2018-031222607-001,7/15/2018
2018-000020293-001,1/1/2018
2019-005103323-001,2/2/2019
2019-015026843-001,4/1/2019
2018-015639656-001,4/8/2018
2019-008692061-001,2/24/2019
2018-028254176-001,6/27/2018
2018-051898193-001,11/21/2018
2019-004648350-001,1/29/2019
2019-012443214-001,3/17/2019
2018-008958160-001,2/26/2018
2018-028990826-001,7/1/2018
2018-046160980-001,10/15/2018
2018-000740730-001,1/6/2018
2018-004360434-001,1/30/2018
2018-006483925-001,2/10/2018
2018-040996195-001,9/9/2018
2018-005350464-001,2/5/2018
2018-027140599-001,6/15/2018
2018-018244928-001,4/25/2018
2019-007121399-001,2/14/2019
2018-012730045-001,3/21/2018
2019-011669220-001,3/13/2019
2018-018421196-001,4/25/2018
2018-024157789-001,6/1/2018
2018-010530912-001,3/7/2018
2018-028562942-001,6/29/2018
2018-040564260-001,9/10/2018
2018-054950700-001,11/27/2018
2018-055753947-001,12/14/2018
2019-015619642-001,4/4/2019
2018-008291109-001,2/23/2018
2019-012628115-001,3/18/2019
2018-030694881-001,7/5/2018
2019-003623362-001,1/24/2019
2018-028601378-001,6/28/2018
2019-015986802-001,4/6/2019
2018-000469601-001,1/4/2018
2019-001570757-001,1/7/2019
2018-015428954-001,4/7/2018
2018-001910615-001,1/8/2018
2018-013238783-001,3/24/2018
2018-017104268-001,4/17/2018
2018-002106786-001,1/10/2018
2018-055105182-001,12/5/2018
2018-005380627-001,2/6/2018
2018-018270051-001,4/24/2018
2018-046094452-001,10/13/2018
2018-007862390-001,2/21/2018
2018-008296679-001,2/23/2018
2018-016435850-001,4/10/2018
2018-016604143-001,4/13/2018
2018-049574862-001,11/6/2018
2019-002501920-001,1/17/2019
2018-028002885-001,6/25/2018
2019-015160844-001,4/2/2019
2018-011590139-001,3/14/2018
2019-006583451-001,2/11/2019
2019-015344086-001,4/3/2019
2018-009134847-001,2/28/2018
2018-051085845-001,11/15/2018
2019-008027841-001,2/20/2019
2019-005712924-001,2/6/2019
2018-041994362-001,9/19/2018
2019-009311453-001,2/25/2019
2019-020298951-001,5/1/2019
2018-012064361-001,3/16/2018
2018-014927995-001,4/4/2018
2018-022381968-001,5/19/2018
2018-037905701-001,8/25/2018
2018-036344810-001,9/1/2018
2018-044171096-001,10/1/2018
2018-046908067-001,10/5/2018
2018-051469939-001,11/16/2018
2018-052731120-001,11/26/2018
2019-003783556-001,1/22/2019
2019-008724435-001,2/24/2019
2019-002428982-001,1/16/2019
2019-001378685-001,1/9/2019
2019-006714686-001,2/12/2019
2018-032918234-001,5/24/2018
2018-029190625-001,7/2/2018
2018-032601385-001,7/24/2018
2018-041638055-001,9/16/2018
2018-050488693-001,11/11/2018
2018-052103924-001,11/22/2018
2018-056242576-001,12/18/2018
2019-001254636-001,1/9/2019
2019-001744303-001,1/12/2019
2019-003810093-001,1/12/2019
2019-002765494-001,1/13/2019
2019-002906066-001,1/19/2019
2019-005546638-001,2/4/2019
2019-011888245-001,3/14/2019
2018-007123134-001,2/16/2018
2018-017071896-001,4/17/2018
2018-045633365-001,10/12/2018
2018-052624282-001,11/26/2018
2018-057219397-001,12/21/2018
2019-009242354-001,2/27/2019
2018-021140764-001,5/13/2018
2018-021499473-001,5/15/2018
2018-017054949-001,4/17/2018
2018-022810519-001,5/22/2018
2018-025244911-001,6/8/2018
2018-030305728-001,7/10/2018
2018-047153748-001,10/19/2018
2018-049939410-001,10/30/2018
2018-048771325-001,10/31/2018
2018-049137016-001,11/3/2018
2018-055649745-001,12/13/2018
2018-057113850-001,12/22/2018
2019-003278172-001,1/13/2019
2019-007961890-001,2/17/2019
2019-021813283-001,5/6/2019
2019-002517086-001,1/17/2019
2019-003218652-001,1/21/2019
2019-007036886-001,2/14/2019
2019-015545660-001,4/4/2019
2018-028769802-001,6/30/2018
2018-049492372-001,11/5/2018
2018-011865541-001,3/15/2018
2018-022703289-001,5/30/2018
2018-042637452-001,9/15/2018
2018-053767933-001,11/23/2018
2019-011323536-001,3/11/2019
2018-004365149-001,1/30/2018
2018-045840905-001,10/13/2018
2019-002581321-001,1/17/2019
2019-005590562-001,2/5/2019
2019-009246550-001,2/27/2019
2019-021274480-001,5/7/2019
2019-010479148-001,3/6/2019
2018-047372894-001,10/23/2018
2019-020503792-001,5/2/2019
2018-047207444-001,10/20/2018
2019-001885215-001,1/13/2019
2018-002321696-001,1/16/2018
2018-010415069-001,3/7/2018
2019-001294575-001,1/7/2019
2018-002949560-001,1/21/2018
2018-009920255-001,3/5/2018
2018-034799143-001,8/6/2018
2019-007410212-001,2/16/2019
2019-012022802-001,3/15/2019
2018-031467539-001,7/17/2018
2018-025275496-001,6/8/2018
2019-014534857-001,3/29/2019
2018-050914489-001,11/14/2018
2019-006466655-001,2/11/2019
2018-052811336-001,11/27/2018
2018-002348491-001,1/17/2018
2019-009072674-001,2/20/2019
2018-007202869-001,2/16/2018
2018-014174825-001,3/30/2018
2018-017491955-001,4/20/2018
2018-021646161-001,5/13/2018
2018-030838773-001,7/13/2018
2018-031088723-001,7/14/2018
2018-034018090-001,8/2/2018
2018-051464284-001,11/18/2018
2019-001672828-001,1/11/2019
2019-008390427-001,2/21/2019
2019-008411333-001,2/22/2019
2019-013406830-001,3/23/2019
2018-003520178-001,1/24/2018
2018-007209018-001,2/16/2018
2018-019578916-001,5/1/2018
2018-027488492-001,6/10/2018
2018-032081220-001,7/20/2018
2018-036111845-001,8/14/2018
2018-039962339-001,9/6/2018
2018-055703833-001,12/14/2018
2019-014298911-001,3/20/2019
2018-003887169-001,1/27/2018
2018-001825632-001,1/13/2018
2018-053235804-001,11/26/2018
2018-039089269-001,9/1/2018
2019-000236022-001,1/2/2019
2019-004306231-001,1/28/2019
