MUNICIPIO;VALIDADOR;VALIDADOR_TIPO;CIA_BASE;BAIRRO;TIPO;SETOR;SUBSETOR;COD_SETOR;OBSERVACAO
DIVINOPOLIS;PAINS;LOGRADOURO;53ª CIA PM;BOM PASTOR;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;ITAMARANDIBA;LOGRADOURO;53ª CIA PM;BOM PASTOR;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;GUAPORE;LOGRADOURO;53ª CIA PM;VILA BELO HORIZONTE;URBANO;ALTO GOIAS;SANTO ANTONIO;23.53.2;
DIVINOPOLIS;ANTONIO FLORENTINO;LOGRADOURO;53ª CIA PM;VILA SANTO ANDRE;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;CAPITAO DOMINGOS;LOGRADOURO;142ª CIA PM;ANTONIO FONSECA;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;MESTRE RANGEL;LOGRADOURO;139ª CIA PM;ESPLANADA;URBANO;SAO JOSE;CATALAO;23.139.1;
DIVINOPOLIS;PAU BRASIL;LOGRADOURO;139ª CIA PM;JARDINOPOLIS;URBANO;SAO JOSE;JARDINOPOLIS;23.139.1;
DIVINOPOLIS;DOUTOR WALDEMAR RAUSCH;LOGRADOURO;53ª CIA PM;SANTA CLARA;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;CENTRALINA;LOGRADOURO;53ª CIA PM;BOM PASTOR;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;SANTA CATARINA;LOGRADOURO;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.2;
DIVINOPOLIS;CANDEIAS;LOGRADOURO;139ª CIA PM;SAO JUDAS TADEU;URBANO;SAO JOSE;SAO JUDAS;23.139.1;
DIVINOPOLIS;CALIFORNIA;LOGRADOURO;142ª CIA PM;SANTA ROSA;URBANO;PORTO VELHO;NACOES;23.142.1;
DIVINOPOLIS;GUALTER TEIXEIRA MALTA;LOGRADOURO;139ª CIA PM;JARDIM COPACABANA;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;BOM SUCESSO;LOGRADOURO;142ª CIA PM;INTERLAGOS;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;OURO FINO;LOGRADOURO;142ª CIA PM;NITEROI;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;FERMINAS;LOGRADOURO;53ª CIA PM;BOM PASTOR;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;ALAGOAS;LOGRADOURO;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;MANTENA;LOGRADOURO;53ª CIA PM;BOM PASTOR;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;MESTRE PEDRO DA SILVA;LOGRADOURO;139ª CIA PM;ESPLANADA;URBANO;SAO JOSE;CATALAO;23.139.1;
DIVINOPOLIS;ANTONIO DELARETTI FILHO;LOGRADOURO;142ª CIA PM;ICARAI;URBANO;NITEROI;ICARAI;23.142.2;
DIVINOPOLIS;CABO FREI ORLANDO;LOGRADOURO;139ª CIA PM;REALENGO;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;CORONEL JOVELINO RABELO;LOGRADOURO;142ª CIA PM;PORTO VELHO;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;PIUMAS;LOGRADOURO;139ª CIA PM;PADRE HERCULANO;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;BARCELONA;LOGRADOURO;142ª CIA PM;NACOES;URBANO;PORTO VELHO;VALE DO SOL;23.142.1;
DIVINOPOLIS;ALFREDO RACHID;LOGRADOURO;139ª CIA PM;DOUTOR DULPHE PINTO DE AGUIAR;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;EDITH EMILIANO LIMA;LOGRADOURO;142ª CIA PM;MARIA HELENA;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;OESTE DE MINAS;LOGRADOURO;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;DOUTOR RIBEIRO PENA;LOGRADOURO;139ª CIA PM;PROLONGAMENTO ORION;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;BOGOTA;LOGRADOURO;139ª CIA PM;BELVEDERE;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;GONCALVES DIAS;LOGRADOURO;142ª CIA PM;PORTO VELHO;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;PRATAPOLIS;LOGRADOURO;53ª CIA PM;BOM PASTOR;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;ANTONIO JOSE DA COSTA;LOGRADOURO;139ª CIA PM;SANTA CRUZ;URBANO;PLANALTO;ERMIDA;23.139.2;
DIVINOPOLIS;PETROPOLIS;LOGRADOURO;53ª CIA PM;ALVORADA;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;PARA;LOGRADOURO;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.2;
DIVINOPOLIS;MANOEL ANTONIO DE SOUSA;LOGRADOURO;139ª CIA PM;FLORERMIDA;URBANO;PLANALTO;ERMIDA;23.139.2;
DIVINOPOLIS;CORONEL JOAO NOTINI;LOGRADOURO;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;AFONSINA;LOGRADOURO;139ª CIA PM;CATALAO;URBANO;SAO JOSE;CATALAO;23.139.1;
DIVINOPOLIS;ANTONIO ALVES DE PAULA NETO;LOGRADOURO;139ª CIA PM;FLORERMIDA;URBANO;PLANALTO;ERMIDA;23.139.2;
DIVINOPOLIS;SALINAS;LOGRADOURO;53ª CIA PM;SIDIL;URBANO;HIPER CENTRO;SIDIL;23.53.1;
DIVINOPOLIS;PRA?A DA ESTA??O;LOGRADOURO;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;ALCOBACA;LOGRADOURO;53ª CIA PM;CANDELARIA;URBANO;BOM PASTOR;SERRA VERDE;23.53.3;
DIVINOPOLIS;TORNEIRA;LOGRADOURO;53ª CIA PM;ALTO SAO VICENTE;URBANO;BOM PASTOR;SANTA CLARA;23.53.3;
DIVINOPOLIS;DUARTE;LOGRADOURO;139ª CIA PM;SANTA LUZIA;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;JOAO ESTEVES;LOGRADOURO;53ª CIA PM;PADRE LIBERIO;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;ITAMBACURI;LOGRADOURO;53ª CIA PM;LP PEREIRA;URBANO;ALTO GOIAS;LP PEREIRA;23.53.2;
DIVINOPOLIS;ITAGUARA;LOGRADOURO;142ª CIA PM;ESPIRITO SANTO;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;VARGEM BONITA;LOGRADOURO;139ª CIA PM;CAMPINA VERDE;URBANO;PLANALTO;QUINTINO;23.139.2;
DIVINOPOLIS;JOAO MARTINS COELHO;LOGRADOURO;139ª CIA PM;FLOREMIDA;URBANO;PLANALTO;ERMIDA;23.139.2;
DIVINOPOLIS;ANITA GARIBALDI;LOGRADOURO;139ª CIA PM;PLANALTO;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;GABRIEL PASSOS;LOGRADOURO;142ª CIA PM;PORTO VELHO;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;CRISTAL;LOGRADOURO;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;ENGENHEIRO BENJAMIN DE OLIVEIRA;LOGRADOURO;139ª CIA PM;ESPLANADA;URBANO;SAO JOSE;CATALAO;23.139.1;
DIVINOPOLIS;ROSANA NORONHA GUARANY;LOGRADOURO;142ª CIA PM;ICARAI;URBANO;NITEROI;ICARAI;23.142.2;
DIVINOPOLIS;IGARATINGA;LOGRADOURO;53ª CIA PM;BOM PASTOR;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;JOAQUIM JOSE FERREIRA;LOGRADOURO;142ª CIA PM;DANILO PASSOS;URBANO;NITEROI;MANOEL VALINHOS;23.142.2;
DIVINOPOLIS;DIAMANTE;LOGRADOURO;142ª CIA PM;MANGABEIRAS;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;LUIZ GUILHERME DA SILVA;LOGRADOURO;142ª CIA PM;ICARAI;URBANO;NITEROI;ICARAI;23.142.2;
DIVINOPOLIS;IGUATAMA;LOGRADOURO;53ª CIA PM;BOM PASTOR;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;CANADA;LOGRADOURO;142ª CIA PM;DONA ROSA;URBANO;PORTO VELHO;VALE DO SOL;23.142.1;
DIVINOPOLIS;LICINIO NOTINI;LOGRADOURO;142ª CIA PM;NOSSA SENHORA DAS GRACAS;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;DO COMERCIO;LOGRADOURO;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;ITAPECERICA;LOGRADOURO;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;ITAOBIM;LOGRADOURO;53ª CIA PM;BOM PASTOR;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;BOLIVIA;LOGRADOURO;142ª CIA PM;NACOES;URBANO;PORTO VELHO;VALE DO SOL;23.142.1;
DIVINOPOLIS;VINTE E TRES DE NOVEMBRO;LOGRADOURO;142ª CIA PM;NITEROI;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;NILO MACIEL;LOGRADOURO;142ª CIA PM;PONTE FUNDA;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;AMADEU SILVA;LOGRADOURO;53ª CIA PM;ANCHIETA;URBANO;BOM PASTOR;SERRA VERDE;23.53.3;
DIVINOPOLIS;MARIA GENEROSA;LOGRADOURO;142ª CIA PM;MANGABEIRAS;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;JOSE ONEZIMO DE ANDRADE;LOGRADOURO;53ª CIA PM;VILA BELO HORIZONTE;URBANO;ALTO GOIAS;SANTO ANTONIO;23.53.2;
DIVINOPOLIS;JOAQUIM NABUCO;LOGRADOURO;142ª CIA PM;PORTO VELHO;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;SANTA LUCIA;LOGRADOURO;142ª CIA PM;MARIA HELENA;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;ARI PARREIRA BARBOSA;LOGRADOURO;139ª CIA PM;PLANALTO;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;SAFARI;LOGRADOURO;142ª CIA PM;SAO LUIZ;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;BELO HORIZONTE;LOGRADOURO;142ª CIA PM;ICARAI;URBANO;NITEROI;ICARAI;23.142.2;
DIVINOPOLIS;VINTE E SETE DE AGOSTO;LOGRADOURO;53ª CIA PM;FORTALEZA;URBANO;BOM PASTOR;SERRA VERDE;23.53.3;
DIVINOPOLIS;LIXAS;LOGRADOURO;139ª CIA PM;LIXAS;RURAL;PLANALTO;ERMIDA;23.139.2;
DIVINOPOLIS;XINGU;LOGRADOURO;142ª CIA PM;JARDIM CANDIDES;URBANO;NITEROI;ICARAI;23.142.2;
DIVINOPOLIS;ROSELANDIA;LOGRADOURO;139ª CIA PM;CASA NOVA;URBANO;PLANALTO;QUINTINO;23.139.2;
DIVINOPOLIS;OUVIDOR;LOGRADOURO;139ª CIA PM;SAO MIGUEL;URBANO;SAO JOSE;CATALAO;23.139.1;
DIVINOPOLIS;GERALDO ARAUJO;LOGRADOURO;139ª CIA PM;QUINTINO;URBANO;PLANALTO;QUINTINO;23.139.2;
DIVINOPOLIS;CAMPO VERDE;LOGRADOURO;139ª CIA PM;SAO JOSE;URBANO;SAO JOSE;CATALAO;23.139.1;
DIVINOPOLIS;ILICINIA;LOGRADOURO;53ª CIA PM;BOM PASTOR;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;MENDES MOURAO;LOGRADOURO;53ª CIA PM;AFONSO PENA;URBANO;BOM PASTOR;SANTA CLARA;23.53.3;
DIVINOPOLIS;RIO VERMELHO;LOGRADOURO;139ª CIA PM;TEITE;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;PARAGUAI;LOGRADOURO;142ª CIA PM;NACOES;URBANO;PORTO VELHO;VALE DO SOL;23.142.1;
DIVINOPOLIS;SEBASTIAO DO OESTE;LOGRADOURO;139ª CIA PM;JARDIM DAS ACACIAS;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;ANIZIA FERREIRA DA SILVA;LOGRADOURO;139ª CIA PM;SION;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;ALZIRA FONSECA;LOGRADOURO;142ª CIA PM;SAGRADA FAMILIA;URBANO;PORTO VELHO;VALE DO SOL;23.142.1;
DIVINOPOLIS;FERROVIARIO ANISIO VIRIATO;LOGRADOURO;139ª CIA PM;MORADA NOVA;URBANO;SAO JOSE;SAO JUDAS;23.139.1;
DIVINOPOLIS;ARTEDE ALMADA ALVIM;LOGRADOURO;53ª CIA PM;LIBERDADE;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;PADRE EUSTAQUIO;LOGRADOURO;142ª CIA PM;PADRE EUSTAQUIO;URBANO;PORTO VELHO;VALE DO SOL;23.142.1;
DIVINOPOLIS;FLAMBOYANT;LOGRADOURO;142ª CIA PM;DEL REY;URBANO;NITEROI;ICARAI;23.142.2;
DIVINOPOLIS;SINHO MAXIMO;LOGRADOURO;142ª CIA PM;DANILO PASSOS;URBANO;NITEROI;MANOEL VALINHOS;23.142.2;
DIVINOPOLIS;BOM PASTOR;LOGRADOURO;142ª CIA PM;MANOEL VALINHAS;URBANO;NITEROI;MANOEL VALINHOS;23.142.2;
DIVINOPOLIS;GUATEMALA;LOGRADOURO;142ª CIA PM;DONA ROSA;URBANO;PORTO VELHO;VALE DO SOL;23.142.1;
DIVINOPOLIS;accom;LOGRADOURO;142ª CIA PM;SAO JOAO DE DESU;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;ELIZEU ZICA;LOGRADOURO;139ª CIA PM;CATALAO;URBANO;SAO JOSE;CATALAO;23.139.1;
DIVINOPOLIS;FREI VENCESLAU;LOGRADOURO;139ª CIA PM;BELVEDERE;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;PRACA DULPHE PINTO DE AGUIAR;LOGRADOURO;142ª CIA PM;PORTO VELHO;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;BRIGADEIRO EDUARDO GOMES;LOGRADOURO;142ª CIA PM;MARIA PECANHA;URBANO;PORTO VELHO;AEROPORTO;23.142.1;
DIVINOPOLIS;GETULIO VARGAS;LOGRADOURO;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;CARMELIA CAMPOS MANATA;LOGRADOURO;142ª CIA PM;SANTA TEREZA;URBANO;PORTO VELHO;AEROPORTO;23.142.1;
DIVINOPOLIS;JOAO LARA;LOGRADOURO;139ª CIA PM;PLANALTO;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;MARLENE GOMES MORATO;LOGRADOURO;139ª CIA PM;RANCHO ALEGRE;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;EPITACIO PESSOA;LOGRADOURO;142ª CIA PM;PORTO VELHO;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;BOCAIUVA;LOGRADOURO;142ª CIA PM;NITEROI;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;JESUS JOTA;LOGRADOURO;142ª CIA PM;INTERLAGOS;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;YARA;LOGRADOURO;142ª CIA PM;ICARAI;URBANO;NITEROI;ICARAI;23.142.2;
DIVINOPOLIS;RUBI;LOGRADOURO;142ª CIA PM;NITEROI;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;VEREADOR CINTICO;LOGRADOURO;139ª CIA PM;VISTA ALEGRE;URBANO;PLANALTO;ERMIDA;23.139.2;
DIVINOPOLIS;SAO BRAZ;LOGRADOURO;142ª CIA PM;MARIA HELENA;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;SAO JOAO DEL REI;LOGRADOURO;139ª CIA PM;SAO MIGUEL;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;BRASILIA;LOGRADOURO;139ª CIA PM;BELVEDERE;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;ANTONIO LUIS DE OLIVEIRA;LOGRADOURO;139ª CIA PM;RANCHO ALEGRE;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;NIGERIA;LOGRADOURO;142ª CIA PM;PARAISO;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;LUIS DE ALMEIDA CLARO;LOGRADOURO;53ª CIA PM;WALCHIER RESENDE;URBANO;ALTO GOIAS;LP PEREIRA;23.53.2;
DIVINOPOLIS;Eliza Pinto do Amaral;LOGRADOURO;53ª CIA PM;BOM PASTOR;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;OROZIMBO MARTINS;LOGRADOURO;139ª CIA PM;QUINTINO;URBANO;SAO JOSE;QUINTINO;23.139.1;
DIVINOPOLIS;MARIA DAS DORES GUIMARAES;LOGRADOURO;53ª CIA PM;PADRE LIBERIO;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;CAIRO;LOGRADOURO;142ª CIA PM;MANGABEIRAS;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;MINERVA;LOGRADOURO;142ª CIA PM;VILA ROMANA;URBANO;NITEROI;MANOEL VALINHOS;23.142.2;
DIVINOPOLIS;LARANJEIRAS;LOGRADOURO;139ª CIA PM;JARDINOPOLIS;URBANO;SAO JOSE;JARDINOPOLIS;23.139.1;
DIVINOPOLIS;JOAO CARNEIRO;LOGRADOURO;139ª CIA PM;SANTA CRUZ;URBANO;PLANALTO;ERMIDA;23.139.2;
DIVINOPOLIS;DAS HORTENCIAS;LOGRADOURO;142ª CIA PM;PRIMAVERA;URBANO;NITEROI;ICARAI;23.142.2;
DIVINOPOLIS;FRANCISCO MALAQUIAS;LOGRADOURO;142ª CIA PM;INTERLAGOS;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;DINAMARCA;LOGRADOURO;142ª CIA PM;PARAISO;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;MIOSOTIS;LOGRADOURO;142ª CIA PM;QUINTA DAS PALMEIRAS;URBANO;PORTO VELHO;AEROPORTO;23.142.1;
DIVINOPOLIS;PLATINA;LOGRADOURO;142ª CIA PM;NITEROI;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;JOAO SEVERINO DE AZEVEDO;LOGRADOURO;142ª CIA PM;NACOES;URBANO;PORTO VELHO;VALE DO SOL;23.142.1;
DIVINOPOLIS;CURVELO;LOGRADOURO;142ª CIA PM;SANTA TEREZA;URBANO;PORTO VELHO;AEROPORTO;23.142.1;
DIVINOPOLIS;TOPAZIO;LOGRADOURO;142ª CIA PM;NITEROI;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;ANTONIO CAMPOS BAHIA;LOGRADOURO;142ª CIA PM;SAO SIMAO;URBANO;NITEROI;ICARAI;23.142.2;
DIVINOPOLIS;BAHIA;LOGRADOURO;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;CIDADE DE LADAINHA;LOGRADOURO;139ª CIA PM;RANCHO ALEGRE;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;JANUARIO DE SOUZA ROCHA;LOGRADOURO;139ª CIA PM;BELVEDERE;URBANO;SAO JOSE;CATALAO;23.139.1;
DIVINOPOLIS;ANTONIO FONSECA FILHO;LOGRADOURO;142ª CIA PM;ANTONIO FONSECA;URBANO;PORTO VELHO;INTERLAGOS;23.142.1;
DIVINOPOLIS;NEUSIVAL SPAGNOL JUNIOR;LOGRADOURO;139ª CIA PM;JARDIM COPACABANA;URBANO;SAO JOSE;BELVEDERE;23.139.1;
DIVINOPOLIS;DAS NACOES;LOGRADOURO;53ª CIA PM;BOM PASTOR;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;ESPA?O DA VINCI;LOGRADOURO;139ª CIA PM;BELO VALE;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;CRAVO;LOGRADOURO;142ª CIA PM;DEL REY;URBANO;NITEROI;ICARAI;23.142.2;
DIVINOPOLIS;PRATA;LOGRADOURO;142ª CIA PM;NITEROI;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;TINHARE;LOGRADOURO;142ª CIA PM;FLORAMAR;URBANO;NITEROI;ICARAI;23.142.2;
DIVINOPOLIS;FARADIM;LOGRADOURO;142ª CIA PM;SAO LUIZ;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;TIRADENTES;LOGRADOURO;53ª CIA PM;SANTA CLARA;URBANO;BOM PASTOR;SANTA CLARA;23.53.3;
DIVINOPOLIS;RAIMUNDO CORREA;LOGRADOURO;139ª CIA PM;SAO JUDAS TADEU;URBANO;SAO JOSE;SAO JUDAS;23.139.1;
DIVINOPOLIS;SAUDADES;LOGRADOURO;142ª CIA PM;DEL REY;URBANO;NITEROI;ICARAI;23.142.2;
DIVINOPOLIS;COBRE;LOGRADOURO;142ª CIA PM;NITEROI;URBANO;NITEROI;SAO JOAO DE DEUS;23.142.2;
DIVINOPOLIS;2019-008029327-001;N_RAT;139ª CIA PM;BELO VALE;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;2019-000891951-001;N_RAT;53ª CIA PM;SIDIL;URBANO;HIPER CENTRO;SIDIL;23.53.1;
DIVINOPOLIS;AMANCIO MAZZAROPI;LOGRADOURO_NAO_CAD;142ª CIA PM;MARIA PECANHA;URBANO;PORTO VELHO;AEROPORTO;23.142.1;
DIVINOPOLIS;2019-010633260-001;N_REDS;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;AVENIDA DO CONTORNO
DIVINOPOLIS;2019-011742917-001;N_REDS;139ª CIA PM;;RURAL;PLANALTO;ERMIDA;23.139.2;BR 494 KM 27 - ARENA ANGAR
DIVINOPOLIS;2018-001161895-001;N_RAT;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;2018-001414392-001;N_RAT;139ª CIA PM;FORTALEZA;RURAL;PLANALTO;ERMIDA;23.139.2;
DIVINOPOLIS;2018-001441790-001;N_RAT;53ª CIA PM;ORION;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
DIVINOPOLIS;2018-002433330-001;N_RAT;53ª CIA PM;ORION;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
DIVINOPOLIS;2018-002645575-001;N_RAT;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;2018-004309696-001;N_RAT;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;AV CONTORNO
DIVINOPOLIS;2018-004904557-001;N_RAT;53ª CIA PM;ORION;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
DIVINOPOLIS;2018-004954780-001;N_RAT;53ª CIA PM;IPIRANGA;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
DIVINOPOLIS;2018-005168855-001;N_RAT;53ª CIA PM;SANTO ANTONIO;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
DIVINOPOLIS;2018-005400030-001;N_RAT;139ª CIA PM;BELO VALE;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;2018-005450040-001;N_RAT;53ª CIA PM;BOM PASTOR;URBANO;BOM PASTOR;PADRE LIBERIO;23.53.3;
DIVINOPOLIS;2018-005898360-001;N_RAT;53ª CIA PM;SANTO ANTONIO;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
DIVINOPOLIS;2018-006493918-001;N_RAT;53ª CIA PM;ORION;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
DIVINOPOLIS;2018-006819159-001;N_RAT;53ª CIA PM;ORION;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
DIVINOPOLIS;2018-007287580-001;N_RAT;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;2018-007374483-001;N_RAT;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;2018-007678584-001;N_RAT;139ª CIA PM;SION;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;2018-007853098-001;N_RAT;53ª CIA PM;ORION;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
DIVINOPOLIS;2018-008403954-001;N_RAT;53ª CIA PM;ORION;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
DIVINOPOLIS;2018-008613100-001;N_RAT;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;AV CONTORNO
DIVINOPOLIS;2018-009242915-001;N_RAT;53ª CIA PM;ORION;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
DIVINOPOLIS;2018-009276530-001;N_RAT;53ª CIA PM;ORION;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
DIVINOPOLIS;2018-009802887-001;N_RAT;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;2018-009934365-001;N_RAT;139ª CIA PM;PLANALTO;URBANO;PLANALTO;TIETE;23.139.2;
DIVINOPOLIS;2018-010325328-001;N_RAT;53ª CIA PM;XAVANTE;URBANO;ALTO GOIAS;LP PEREIRA;23.53.2;
DIVINOPOLIS;2018-010826876-001;N_RAT;53ª CIA PM;ORION;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
DIVINOPOLIS;2018-011664243-001;N_RAT;53ª CIA PM;CENTRO;URBANO;HIPER CENTRO;CENTRO;23.53.1;
DIVINOPOLIS;2018-013312860-001;N_RAT;139ª CIA PM;CACHOEIRINHA;RURAL;PLANALTO;ERMIDA;23.139.2;BR 494 KM 27 - ARENA ANGAR
DIVINOPOLIS;2018-013326822-001;N_RAT;53ª CIA PM;ORION;URBANO;ALTO GOIAS;IPIRANGA;23.53.2;
