Código Grupo;Descrição Grupo;Código Classe;Descrição Classe;Código Subclasse;Descrição Subclasse
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08030;PERIGO DE DESABAMENTO (OMISSAO DE PROVIDENC)
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08031;OMISSAO DE CAUTELA NA GUARDA/CONDUZ DE ANIMAL
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08032;DIRIGE S/HABILIT EMBARCACAO A MOTOR EM AGUA P
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08033;DIRIGE AERONAVE S/ ESTAR LICENCIADO
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08034;DIRECAO PERIGOSA DE VEICULO/EMBARCAC NA VIA/AGUA PUBL
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08035;PRATICA VOO C/ACROBACIA/BAIXO/DESCER S/AUTORZ
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08036;SINAIS DE PERIGO/COMUNICACAO DE PERIGO NA VIA PUBLICA
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08037;ARREMESSO OU COLOCACAO PERIGOSA
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08038;EMISSAO ABUSIVA DE FUMACA/VAPOR OU GAS
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08039;ASSOCIACAO SECRETA
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08040;PROVOCACAO DE TUMULTO/CONDUTA INCONVENIENTE
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08041;FALSO ALARMA/AMEACA DE BOMBA/OUTROS
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08042;PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08190;PORTE ILEGAL DE ARMA BRANCA
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08290;DESABAMENTO DE CONSTRUCAO (ERRO PROJETO/EX)
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08300;PERIGO DE DESABAMENTO (OMISSAO DE PROVIDENC)
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08310;OMISSAO DE CAUTELA NA GUARDA/CONDUZ DE ANIMAL
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08320;DIRIGE S/HABILIT EMBARCACAO A MOTOR EM AGUA P
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08330;DIRIGE AERONAVE S/ ESTAR LICENCIADO
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08340;DIRECAO PERIGOSA
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08350;PRATICA VOO C/ACROBACIA/BAIXO/DESCER S/AUTORZ
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08360;NAO COLOCAR NA VIA PUBLICA, SINAL/OBSTACULO
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08370;ARREMESSO OU COLOCACAO PERIGOSA
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08380;EMISSAO ABUSIVA DE FUMACA, VAPOR OU GAS
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08390;ASSOCIACAO SECRETA
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08400;PROVOCACAO DE TUMULTO / CONDUTA INCONVENIENTE
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08410;FALSO ALARMA - AMEACA DE BOMBA / OUTROS
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08000;CONTRAVENCOES REL. INCOLUMIDADE PUBLICA E PAZ PUBLICA;E08420;PERTURBACAO DO TRABALHO OU DO SOSSEGO ALHEIOS
E00000;INFRACOES CONTRA A INCOLUMIDADE PUBLICA E PAZ PUBLICA;E99000;OUTRAS INFRACOES C/A INCOLUMIDADE/PAZ PUBLICA;E99000;OUTRAS INFRACOES C/A INCOLUMIDADE/PAZ PUBLICA
F00000;INFRACOES CONTRA ORGANIZACAO DO TRABALHO;F01000;CRIMES CONTRA A ORGANIZACAO DO TRABALHO;F01197;ATENTAR CONTRA A LIBERDADE DE TRABALHO
F00000;INFRACOES CONTRA ORGANIZACAO DO TRABALHO;F01000;CRIMES CONTRA A ORGANIZACAO DO TRABALHO;F01198;BOICOTE VIOLENTO A LIBERDADE DE TRABALHO
F00000;INFRACOES CONTRA ORGANIZACAO DO TRABALHO;F01000;CRIMES CONTRA A ORGANIZACAO DO TRABALHO;F01199;ATENTAR CONTRA A LIBERDADE DE ASSOCIACAO
F00000;INFRACOES CONTRA ORGANIZACAO DO TRABALHO;F01000;CRIMES CONTRA A ORGANIZACAO DO TRABALHO;F01200;PARALISA TRABALHO C/ VIOLENCIA OU PERTURBACAO
F00000;INFRACOES CONTRA ORGANIZACAO DO TRABALHO;F01000;CRIMES CONTRA A ORGANIZACAO DO TRABALHO;F01200;PERTURBA/PARALISA TRABALHO SEGUIDA DE VIOLENCIA
F00000;INFRACOES CONTRA ORGANIZACAO DO TRABALHO;F01000;CRIMES CONTRA A ORGANIZACAO DO TRABALHO;F01201;PARALISA TRABALHO DE INTERESSE COLETIVO
F00000;INFRACOES CONTRA ORGANIZACAO DO TRABALHO;F01000;CRIMES CONTRA A ORGANIZACAO DO TRABALHO;F01202;INVADE/SABOTA INSTALAC INDUSTRIA/COMERC/AGRIC
F00000;INFRACOES CONTRA ORGANIZACAO DO TRABALHO;F01000;CRIMES CONTRA A ORGANIZACAO DO TRABALHO;F01203;FRUSTRA DIREITO ASSEGURADO NA LEI TRABALHISTA
F00000;INFRACOES CONTRA ORGANIZACAO DO TRABALHO;F01000;CRIMES CONTRA A ORGANIZACAO DO TRABALHO;F01204;FRUSTRA LEI SOBRE A NACIONALIZAC DO TRABALHO
F00000;INFRACOES CONTRA ORGANIZACAO DO TRABALHO;F01000;CRIMES CONTRA A ORGANIZACAO DO TRABALHO;F01205;EXERCICIO DE ATV C/ INFRACAO DE DECISAO ADM
F00000;INFRACOES CONTRA ORGANIZACAO DO TRABALHO;F01000;CRIMES CONTRA A ORGANIZACAO DO TRABALHO;F01206;ALICIAMENTO PARA O FIM DE EMIGRACAO
F00000;INFRACOES CONTRA ORGANIZACAO DO TRABALHO;F01000;CRIMES CONTRA A ORGANIZACAO DO TRABALHO;F01207;ALICIA TRABALHADOR DE UM LOCAL P/OUTRO NO BR
F00000;INFRACOES CONTRA ORGANIZACAO DO TRABALHO;F99000;OUTRAS INFRACOES C/ A ORGANIZACAO DO TRABALHO;F99000;OUTRAS INFRACOES C/ A ORGANIZACAO DO TRABALHO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01289;MOEDA FALSA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01290;CRIMES ASSIMILADOS AO DE MOEDA FALSA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01291;PETRECHOS PARA FALSIFICACAO DE MOEDA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01292;EMISTIR TITULO AO PORTADOR S/ PERMISSAO LEGAL
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01293;FALSIFICA PAPEL P/ARRECADAR RENDA PUBLICA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01294;PETRECHOS DE FALSIFICACAO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01295;PETRECHO DE FALSIFICACAO/AGENTE FUNCION PUBL
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01296;FALSIFICA SELO/SINAL PUBLICO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01297;FALSIFICA DOCUMENTO PUBLICO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01298;FALSIFICA DOCUMENTO PARARTICULAR
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01298;FALSIFICA DOCUMENTO PARTICULAR
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01299;FALSIDADE IDEOLOGICA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01300;FALSO RECONHECIMENTO DE FIRMA OU LETRA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01301;CERTIDAO/ATESTADO IDEOLOGICAMENTE FALSO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01302;FALSIDADE DE ATESTADO MEDICO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01303;REPRODUZ/ADULTERA SELO OU PECA FILATELICA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01304;USO DE DOCUMENTO FALSO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01305;SUPRESSAO DE DOCUMENTO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01306;FALSIFICA SINAL EMPREGADO PELO PODER PUBLICO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01306;FALSIFICA SINAL/MARCA EMPREGADO PELO PODER PUBLICO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01307;FALSA IDENTIDADE
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01308;USA/CEDE DOCUMENTO ALHEIO COMO PROPRIO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01309;FRAUDE DE LEI SOBRE ESTRANGEIROS
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01310;FINGIR POSSE DE BEM DE ESTRANGEIRO QDO A LEI*
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01310;FINGIR POSSE DE BEM DE ESTRANGEIRO QDO A LEI
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01311;ADULT. SINAL IDENT. VEICULO AUTOMOTOR CLONAGEM VEICULO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01312;PECULATO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01313;PECULATO MEDIANTE ERRO DE OUTREM
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01314;EXTRAVIA/SONEGA/INUTILIZA LIVRO/DOCUMENTO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01315;EMPREGO IRREGULAR DE VERBAS/RENDAS PUBLICAS
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01316;CONCUSSAO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01317;CORRUPCAO PASSIVA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01318;FACILITACAO DE CONTRABANDO/DESCAMINHO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01319;PREVARICACAO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01320;CONDESCENDENCIA CRIMINOSA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01321;ADVOCACIA ADMINISTRATIVA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01322;VIOLENCIA ARBITRARIA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01323;ABANDONO DE FUNCAO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01324;EXERCICIO FUNCIONAL ILEGALMENTE ANTECIPADO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01325;VIOLACAO DO SIGILO FUNCIONAL
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01326;VIOLAR SIGILO DE PROPOSTA DE CONCORRENCIA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01328;USURPACAO DE FUNCAO PUBLICA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01329;RESISTENCIA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01330;DESOBEDIENCIA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01331;DESACATO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01332;TRAFICO DE INFLUENCIA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01333;CORRUPCAO ATIVA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01334;CONTRABANDO OU DESCAMINHO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01335;IMPEDE/PERTURBA/FRAUDA DE CONCORRENCIA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01336;INUTILIZACAO DE EDITAL OU DE SINAL
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01337;SUBTRAI/INUTILIZA DE LIVRO/DOCUMENTO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01338;REINGRESSO DE ESTRANGEIRO EXPULSO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01339;DENUNCIACAO CALUNIOSA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01340;COMUNICACAO FALSA DE CRIME/CONTRAVENCAO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01341;AUTO-ACUSACAO FALSA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01342;FALSO TESTEMUNHO OU FALSA PERICIA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01343;NEGE/CALE A VERDADE C/VANTAGEM A PERITO/OUTRA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01344;COACAO NO CURSO DO PROCESSO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01345;EXERCICIO ARBITRARIO DAS PROPRIAS RAZOES
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01346;DANIFICA BEM QUE JUSTICA CONFIOU A OUTRO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01347;FRAUDE PROCESSUAL
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01348;FAVORECIMENTO PESSOAL
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01349;FAVORECIMENTO REAL
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01350;EXERCICIO ARBITRARIO OU ABUSO DE PODER
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01351;FACILITA/PROMOVE FUGA DE PRESO/APREENDIDO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01352;EVASAO MEDIANTE VIOLENCIA CONTRA A PESSOA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01353;ARREBATAMENTO DE PRESOS
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01354;MOTIM DE PRESOS
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01355;PATROCINIO INFIEL
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01356;SONEGA PAPEL/OBJETO DE VALOR PROBATORIO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01357;EXPLORA PRESTIGIO EM PROCEDIMENTOS JUDICIAIS
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01358;VIOLENCIA OU FRAUDE EM ARREMATACAO JUDICIAL
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01359;DESOBEDECE ORDEM JUDICIAL (PERDA/SUS DIREITO)
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01503;INSERE DADO FALSO EM SISTEMA DE INFORMACAO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01503;INSERCAO DE DADOS FALSOS EM SISTEMAS DE INFORMACOES
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01504;ALTERA S/AUTORIZ EM SISTEMA DE INFORMACAO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01505;SONEGA CONTRIBUICAO PREVIDENCIARIA (ART.337A)
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01505;SONEGA CONTRIBUICAO PREVIDENCIARIA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01506;CORRUPCAO ATIVA EM ACORDO COMERCIO INTERNAC
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01507;TRAFICO DE INFLUENCIA EM ACORDO COM. INTERNAC
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01508;CONTRATACAO DE OPERACAO DE CREDITO (ART.359A)
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01508;CONTRATACAO DE OPERACAO DE CREDITO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01509;INSERE DESPESA NAO EMPENHADA EM RESTO A PAGAR
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01510;ELEVA OBRIGACAO NO ULTIMO ANO DO MANDATO
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01511;ORDENACAO DESPESA NAO AUTORIZADA (ART 359 CP)
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01511;ORDENACAO DE DESPESA NAO AUTORIZADA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01512;PRESTACAO DE GARANTIA GRACIOSA (ART 359 CP)
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01512;PRESTACAO DE GARANTIA GRACIOSA
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01513;NAO CANCELAR RESTOS A PAGAR (ART. 359F)
G00000;INFRACOES CONTRA A ADMINISTRACAO E FE PUBLICA;G01000;CRIMES CONTRA A ADMINISTRACAO E FE PUBLICA;G01513;NAO CANCELAMENTO DE RESTOS A PAGAR
